artist,song,name,sentence,upos,xpos,dep_rel,earliest,highestRank,year,posCorrection,NaP,last,compound
Grouplove,Tongue Tied,Peter,Like Peter,PROPN,NNP,root,15325,42,2011,,,,
"Grover Washington, Jr.",Mister Magic,Will,Will glow like an ember,AUX,MD,aux,1948,54,1975,,,,
Gucci Mane,Lemonade,Georgia,"I love dem Georgia-peaches, but you look more like a lemon",PROPN,NNP,compound,14660,53,2010,,state,,
Gucci Mane,Lemonade,Martin,"Woke up in the mornin', fuckin' bought a yellow Aston Martin",PROPN,NNP,obj,14660,53,2010,,car,,
Gucci Mane,Lemonade,Wayne,Lemon Purple Wayne said them freeze cup,PROPN,NNP,nsubj,14660,53,2010,,,,
Gucci Mane,Lemonade,Wayne,Lemon Purple Wayne said them freeze cup,PROPN,NNP,nsubj,14660,53,2010,,,,
Gucci Mane,Lemonade,Wayne,Lemon Purple Wayne said them freeze cup,PROPN,NNP,nsubj,14660,53,2010,,,,
Gucci Mane & Nicki Minaj,Make Love,Anna,Your career gon' be with Anna Nicole,PROPN,NNP,root,17243,78,2017,,,,Anna Nicole
Gucci Mane & Nicki Minaj,Make Love,Hope,"Hope that we don't ever, ever break up",VERB,VBP,root,17243,78,2017,,,,
Gucci Mane & Nicki Minaj,Make Love,Kendrick,"Bitch I'm the greatest, no Kendrick and no Sia",PROPN,NNP,conj,17243,78,2017,,,,
Gucci Mane & Nicki Minaj,Make Love,King,King of the skreets,NOUN,NN,root,17243,78,2017,,,,
Gucci Mane & Nicki Minaj,Make Love,Nicki,"Go against Nicki, it's gon' cost ya",PROPN,NNP,obl,17243,78,2017,,,,
Gucci Mane Featuring Drake,Both,Drake,But Drake said he gon' pull some strings,PROPN,NNP,nsubj,17173,41,2017,,,,
Gucci Mane Featuring Plies,Wasted,Britney,"Geeking like Whitney, geeking like Britney",PROPN,NNP,obl,14506,95,2009,,,,
Gucci Mane Featuring Plies,Wasted,Jimmy,Gucci no hippie but it's on like Jimmy,PROPN,NNP,conj,14506,95,2009,,,,
Gucci Mane Featuring Plies,Wasted,Remy,But that Remy turned into a whore,PROPN,NNP,nsubj,14506,95,2009,,,,
Gucci Mane Featuring Plies,Wasted,Remy,Only Remy straight tonight dog no chasing,VERB,VB,root,14506,95,2009,,,,
Gucci Mane Featuring Plies,Wasted,Whitney,"Geeking like Whitney, geeking like Britney",PROPN,NNP,obl,14506,95,2009,,,,
Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,Britney,"Geeking like Whitney, geeking like Britney",PROPN,NNP,obl,14513,36,2009,,,,
Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,Jimmy,Gucci no hippie but it's on like Jimmy,PROPN,NNP,conj,14513,36,2009,,,,
Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,Remy,But that Remy turned into a whore,PROPN,NNP,nsubj,14513,36,2009,,,,
Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,Remy,Only Remy straight tonight dog no chasing,VERB,VB,root,14513,36,2009,PROPN,,,
Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,Whitney,"Geeking like Whitney, geeking like Britney",PROPN,NNP,obl,14513,36,2009,,,,
Gucci Mane Featuring Usher,Spotlight,Alicia,Finer than Alicia,PROPN,NNP,root,14562,42,2009,,,,
Gucci Mane Featuring Usher,Spotlight,Bentley,Beat her like she stole my Bentley,PROPN,NNP,obj,14562,42,2009,,car,,
Gucci Mane Featuring Usher,Spotlight,Cali,"Cali girl, A-T-L, Detroit, New York girls be with me",PROPN,NNP,nsubj,14562,42,2009,,state,,
Gucci Mane Featuring Usher,Spotlight,Keri,Turn me on like Keri,PROPN,NNP,obl,14562,42,2009,,,,
Gucci Mane Featuring Usher,Spotlight,Mariah,Pretty like Mariah,PROPN,NNP,root,14562,42,2009,,,,
Gucci Mane Featuring Usher,Spotlight,Pamela,Sex tape just like Pamela,PROPN,NNP,nmod,14562,42,2009,,,,
Gucci Mane Featuring Usher,Spotlight,Rose,Rose by fifty,VERB,VB,root,14562,42,2009,,,,
Gucci Mane Featuring Usher,Spotlight,Trina,"Sexy just like Trina, dog",PROPN,NNP,obl,14562,42,2009,,,,
Guns N' Roses,Don't Cry,Baby,"Baby, maybe someday",PROPN,NNP,root,8003,12,1991,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Anastasia,Anastasia screamed in vain,PROPN,NNP,nsubj,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Hope,Hope you guess my name,VERB,VBP,root,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Hope,"Hope you guess my name, oh yeah",VERB,VBP,root,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Hope,"Hope you guessed my name, oh yeah",VERB,VBP,root,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Hope,"Hope you guessed my name, oh yeah",VERB,VBP,root,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Hope,"Hope you guessed my name, oh yeah",VERB,VBP,root,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Jesus,And I was 'round when Jesus Christ,PROPN,NNP,nsubj,NA,NA,NA,,,,
Guns N' Roses,"Sympathy For The Devil (\Interview With The Vampire\"")""",Kennedy,"\Who killed the Kennedy?\""""",PROPN,NNP,obj,NA,NA,NA,,,,
Guns N'  Roses,Paradise City,America,Captain America's been torn apart,PROPN,NNP,flat,6953,5,1989,,country,,
Gwen Guthrie,Ain't Nothin Goin On But The Rent,Bill,Bill collectors at my door,PROPN,NNP,compound,6057,42,1986,remove,,,
Gwen Stefani,4 In The Morning,Baby,"Baby, if were gonna do it, come on do it right",ADV,RB,advmod,13673,54,2007,PROPN,,,
Gwen Stefani,4 In The Morning,Baby,"Baby if were gonna do it, come on do it right",PROPN,NNP,root,13673,54,2007,,,,
Gwen Stefani,4 In The Morning,Baby,"Baby if were gonna do it, come on do it right",PROPN,NNP,root,13673,54,2007,,,,
Gwen Stefani,Baby Don't Lie,Baby,"Baby don't, baby don't",ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,"Baby don't, baby don't",ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby tell me there's nothing but love,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby tell me there's nothing but love,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,"Baby don't, baby don't",ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,"Baby don't, baby don't",ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,"Baby don't, baby don't",ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,"Baby don't, baby don't",ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Baby Don't Lie,Baby,Baby don't lie,ADV,RB,advmod,16382,46,2014,PROPN,,,
Gwen Stefani,Crash,Mario,"I picture you driving, just like Mario Andretti",PROPN,NNP,compound,13190,49,2006,,,,
Gwen Stefani,Luxurious,Diamond,Diamond in the rough is lookin' so sparkly,NOUN,NN,nsubj,13092,21,2005,,,,
Gwen Stefani,Luxurious,Diamond,Diamond in the rough is lookin' so sparkly,NOUN,NN,nsubj,13092,21,2005,,,,
Gym Class Heroes,Clothes Off!!,Peter,"Peter Pan, I'm a sucka for smucka's jam girl",PROPN,NNP,compound,13757,46,2007,,,,
Gym Class Heroes Featuring Ryan Tedder,The Fighter,Lee,That's when you press on Lee nails,ADJ,JJ,amod,15493,25,2012,,,,
H-Town,Knockin Da Boots,Dino,"GI, Shazam, Dino",PROPN,NNP,appos,8500,3,1993,,,,
H-Town,Knockin Da Boots,Gaye,Listenin' to some Marvin Gaye,PROPN,NNP,nmod,8500,3,1993,,,TRUE,
H-Town,Knockin Da Boots,Luke,Boys kickin' it with my boy Luke,PROPN,NNP,appos,8500,3,1993,,,,
H-Town,Knockin Da Boots,Marvin,Listenin' to some Marvin Gaye,PROPN,NNP,compound,8500,3,1993,,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,"Baby don't hurt me, don't hurt me",ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Haddaway,What Is Love,Baby,Baby don't hurt me,ADV,RB,advmod,8640,11,1993,PROPN,,,
Halsey,New Americana,Dean,"Young James Dean, some say he looks just like his father",PROPN,NNP,flat,16697,60,2015,,,TRUE,
Halsey,New Americana,James,"Young James Dean, some say he looks just like his father",PROPN,NNP,obl,16697,60,2015,,,,
Hank Snow,I've Been Everywhere,Boston,"Boston, Charleston, Dayton, Louisiana,",PROPN,NNP,root,-2651,68,1962,,city,,
Hank Snow,I've Been Everywhere,Bud,"\Listen Bud I've traveled""",PROPN,PROPN,NNP,-2651,68,1962,,,,
Hank Snow,I've Been Everywhere,Catalina,"Pasadena, Catalina, see what I mean, sir;",PROPN,NNP,appos,-2651,68,1962,,place,,
Hank Snow,I've Been Everywhere,Dayton,"Boston, Charleston, Dayton, Louisiana,",PROPN,NNP,conj,-2651,68,1962,,place,,
Hank Snow,I've Been Everywhere,Glen,"Glen Rock, Black Rock, Little Rock, Oskaloosa,",PROPN,NNP,root,-2651,68,1962,,place,,
Hank Snow,I've Been Everywhere,Houston,"Washington, Houston, Kingston, Texarkana,",PROPN,NNP,conj,-2651,68,1962,,city,,
Hank Snow,I've Been Everywhere,Kingston,"Washington, Houston, Kingston, Texarkana,",PROPN,NNP,conj,-2651,68,1962,,city,,
Hank Snow,I've Been Everywhere,Mack,"\If you're going to Winnemucca Mack""",PROPN,PROPN,NNP,-2651,68,1962,,,,
Hank Snow,I've Been Everywhere,Paloma,"Tampa, Panama, Mattawa, La Paloma,",PROPN,NNP,conj,-2651,68,1962,,city,,
Hank Snow,I've Been Everywhere,Pete,Pete's sake;,PROPN,NNP,nmod:poss,-2651,68,1962,,,,
Hank Snow,I've Been Everywhere,Salvador,"Bangor, Baltimore, Salvador, Amarillo,",PROPN,NNP,conj,-2651,68,1962,,city,,
Hank Snow,"Rockin', Rollin' Ocean",Hank,Recorded by Hank Snow,PROPN,NNP,compound,-3309,87,1960,remove,,,
Hank Snow,"Rockin', Rollin' Ocean",Miles,"Miles of salty water, endless skies above,",NOUN,NNS,root,-3309,87,1960,,,,
Hank Snow,"Rockin', Rollin' Ocean",Theda,Written by Theda Roush,PROPN,NNP,compound,-3309,87,1960,remove,,,
Hannah Montana,If We Were A Movie,Oscar,An Oscar for the scene I'm in,NOUN,NN,root,13463,47,2006,,,,
Harpers Bizarre,Come To The Sunshine,Carolina,It suits to sail off Carolina shore,PROPN,NNP,compound,-957,37,1967,,state,,
Harry Chapin,Sequel,Harry,"And she said, \How are you Harry?""",PROPN,NNP,nsubj,3957,23,1980,,,,
Harry Chapin,Sequel,Harry,"She said, \Harry you're right\""""",PROPN,PROPN,NNP,3957,23,1980,,,,
Harry Chapin,Sequel,Lane,Hitting Sixteen Parkside Lane,PROPN,NNP,root,3957,23,1980,,place,,
Harry Chapin,Sequel,Sue,Sue,PROPN,NNP,root,3957,23,1980,,,,
Harry Chapin,Sequel,Sue,"I said, \We've gotten too damn good at leaving Sue\""""",PROPN,PROPN,NNP,3957,23,1980,,,,
Harry Chapin,Sunday Morning Sunshine,Baby,Baby you brought me halfway home.,SCONJ,IN,mark,1024,75,1972,PROPN,,,
Harry Chapin,Taxi,Baby,"Baby's so high that she's skying,",PROPN,NNP,nsubj,800,24,1972,,,,
Harry Chapin,Taxi,Harry,"And she said, \How are you Harry?\""""",PROPN,NNP,nsubj,800,24,1972,,,,
Harry Chapin,Taxi,Harry,"\Harry keep the change.\""""",PROPN,PROPN,NNP,800,24,1972,,,,
Harry Chapin,Taxi,Lane,"\Sixteen Parkside Lane\"".""",PROPN,NNP,root,800,24,1972,,place,,
Harry Chapin,Taxi,Sue,"I said, \How are you Sue?""",PROPN,NNP,ccomp,800,24,1972,,,,
Head East,Since You Been Gone,Baby,Baby I'm here whenever you want,SCONJ,IN,mark,3026,46,1978,PROPN,,,
Heart,Dreamboat Annie,Annie,"Oh, Annie",PROPN,NNP,root,2543,42,1976,,,,
Heart,Dreamboat Annie,Annie,Annie my little ship of dreams,ADP,IN,case,2543,42,1976,PROPN,,,
Heart,How Can I Refuse,Will,Will something greater grow,AUX,MD,aux,4972,44,1983,,,,
Heart,How Can I Refuse,Will,Will something greater,AUX,MD,aux,4972,44,1983,,,,
Heart,How Can I Refuse,Will,Will,AUX,MD,root,4972,44,1983,,,,
Heart,I Didn't Want To Need You,Baby,"Baby, I never gave my heart to anyone, oh no",PROPN,NNP,vocative,7478,23,1990,,,,
Heart,If Looks Could Kill,Baby,Baby don't you push me further,ADV,RB,advmod,6043,54,1986,PROPN,,,
Heart,If Looks Could Kill,Baby,Baby don't hurt me no more,ADV,RB,advmod,6043,54,1986,PROPN,,,
Heart,Magic Man,Winter,Winter nights we sang in tune,PROPN,NNP,compound,2389,9,1976,,season,,
Heart,Tell It Like It Is,Baby,"Baby, my time is too expensive",PROPN,NNP,vocative,3978,8,1980,,,,
Heart,Will You Be There (In The Morning),Will,Will you be there?,AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,"Will you be there in the morning, will you be there when I want you?",AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,"Will you be there when I wake up,",AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,Will you be there?,AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,"Will you be there in the morning, will you be there when I want you?",AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,Will you be there when I wake up?,AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,"Will you be there in the morning, will you be there when I want you?",AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,Will you be there when I wake up?,AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,Will you be there in the morning?,AUX,MD,aux,8759,39,1993,,,,
Heart,Will You Be There (In The Morning),Will,Will you be there?,AUX,MD,aux,8759,39,1993,,,,
Heather Headley,In My Mind,Baby,"Baby you should know,",SCONJ,IN,mark,13197,75,2006,PROPN,,,
Heavy D,Big Daddy,Baby,Baby your ready for big daddy,ADP,IN,advmod,9928,18,1997,PROPN,,,
Heavy D,Big Daddy,Demi,Now sit your ready you give me more like Demi good and plenty,PROPN,NNP,compound,9928,18,1997,remove,,,
Heavy D,Big Daddy,Mac,Mac game similar next to gold and flex,PROPN,NNP,nsubj,9928,18,1997,,,,
Heidi Newfield,Johnny & June,Cash,"Cash it all in,",VERB,VB,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Cash,"Cash it all in,",VERB,VB,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Cash,"Cash it all in,",VERB,VB,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Jackson,"And roll down to Jackson town,",PROPN,NNP,compound,14086,58,2008,,city,,
Heidi Newfield,Johnny & June,Johnny,"I wanna love like Johnny and June,",PROPN,NNP,obl,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"Like Johnny and June,",PROPN,NNP,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"I wanna love like Johnny and June,",PROPN,NNP,obl,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"Like Johnny and June,",PROPN,NNP,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"Like Johnny and June,",PROPN,NNP,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"I wanna love like Johnny and June,",PROPN,NNP,obl,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"Like Johnny and June,",PROPN,NNP,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,Johnny,"Like Johnny and June,",PROPN,NNP,root,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"I wanna love like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"Like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"I wanna love like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"Like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"Like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"I wanna love like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"Like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Heidi Newfield,Johnny & June,June,"Like Johnny and June,",PROPN,NNP,conj,14086,58,2008,,,,
Helen Reddy,Delta Dawn,Dawn,Delta Dawn what's that flower you have on?,PROPN,NNP,nsubj,1269,1,1973,,,,
Helen Reddy,Delta Dawn,Dawn,In her younger days they called her Delta Dawn,PROPN,NNP,obj,1269,1,1973,,,,
Helen Reddy,Delta Dawn,Dawn,Delta Dawn what's that flower you have on?,PROPN,NNP,nsubj,1269,1,1973,,,,
Helen Reddy,Keep On Singing,April,Then one rainy April night,PROPN,NNP,compound,1528,15,1974,,month,,
Helen Reddy,Keep On Singing,Helen,Helen Reddy,PROPN,NNP,root,1528,15,1974,,,,
Helen Reddy,The Happy Girls,Brooklyn,She rides by night the Brooklyn train,PROPN,NNP,compound,2837,57,1977,,city,,
Helen Reddy,The Happy Girls,Nancy,Nancy saw him on the street,PROPN,NNP,nsubj,2837,57,1977,,,,
Helen Reddy,The Happy Girls,Nancy,Nancy's smile can't hide the scars,PROPN,NNP,nmod:poss,2837,57,1977,,,,
Helen Reddy,The Happy Girls,Sally,"Sally met him in the war, back in 1944",PROPN,NNP,nsubj,2837,57,1977,,,,
Helen Reddy,The Happy Girls,Terry,Terry's gonna meet him soon,PROPN,NNP,nsubj,2837,57,1977,,,,
Henry Gross,Shannon,Shannon,Shannon is gone,PROPN,NNP,nsubj,2249,6,1976,,,,
Herb Alpert & The Tijuana Brass,Tijuana Taxi,Jose,But that driver man Jose,PROPN,NNP,flat,-1468,38,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, you're gonna be mine",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,Can't You Hear My Heartbeat,Baby,"Baby, baby, can't you hear my heartbeat?",PROPN,NNP,vocative,-1797,2,1965,,,,
Herman's Hermits,I Can Take Or Leave Your Loving,Baby,"Baby, baby don't you believe it",PROPN,NNP,vocative,-719,22,1968,,,,
Herman's Hermits,I Can Take Or Leave Your Loving,Baby,"Baby, baby don't you believe it",PROPN,NNP,vocative,-719,22,1968,,,,
Herman's Hermits,I Can Take Or Leave Your Loving,Baby,"Baby, baby don't you believe it",PROPN,NNP,vocative,-719,22,1968,,,,
Herman's Hermits,I Can Take Or Leave Your Loving,Baby,"Baby, baby don't you believe it",PROPN,NNP,vocative,-719,22,1968,,,,
Herman's Hermits,Just A Little Bit Better,Baby,Baby that ain't such a thrill,SCONJ,IN,mark,-1566,7,1965,,,,
Herman's Hermits,Just A Little Bit Better,Paris,Buy you fancy clothes from Paris,PROPN,NNP,obl,-1566,7,1965,,city,,
Herman's Hermits,Just A Little Bit Better,Will,Will you live with him forever,AUX,MD,aux,-1566,7,1965,,,,
Herman's Hermits,Museum,Peter,Said I looked like Peter Pan,PROPN,NNP,compound,-859,39,1967,,,,
Herman's Hermits,This Door Swings Both Ways,Will,Will we live in happiness or dwell in misery,AUX,MD,aux,-1272,12,1966,,,,
Hi-Five,"Unconditional Love (From \Menace II Society\"")""",Baby,"Baby, once is not enough",PROPN,NNP,vocative,NA,NA,NA,,,,
Hi-Five,"Unconditional Love (From \Menace II Society\"")""",Baby,"Baby, once is not enough",PROPN,NNP,vocative,NA,NA,NA,,,,
Hi-Five,"Unconditional Love (From \Menace II Society\"")""",Baby,"Baby, once is not enough",PROPN,NNP,vocative,NA,NA,NA,,,,
Hilary Duff,Stranger,Baby,"Baby, your secret's safe",PROPN,NNP,root,13729,97,2007,,,,
Hilary Duff,Wake Up,London,"London, Paris, maybe Tokyo,",PROPN,NNP,root,13029,29,2005,,city,,
Hilary Duff,Wake Up,London,"London, Paris, maybe Tokyo,",PROPN,NNP,root,13029,29,2005,,city,,
Hilary Duff,Wake Up,London,"London, Paris, maybe Tokyo,",PROPN,NNP,root,13029,29,2005,,city,,
Hilary Duff,Wake Up,London,"London, Paris, maybe Tokyo,",PROPN,NNP,root,13029,29,2005,,city,,
Hilary Duff,Wake Up,Paris,"London, Paris, maybe Tokyo,",PROPN,NNP,list,13029,29,2005,,city,,
Hilary Duff,Wake Up,Paris,"London, Paris, maybe Tokyo,",PROPN,NNP,list,13029,29,2005,,city,,
Hilary Duff,Wake Up,Paris,"London, Paris, maybe Tokyo,",PROPN,NNP,list,13029,29,2005,,city,,
Hilary Duff,Wake Up,Paris,"London, Paris, maybe Tokyo,",PROPN,NNP,list,13029,29,2005,,city,,
Hilary Duff,With Love,Baby,"Baby, you can be tough",ADV,RB,advmod,13603,24,2007,PROPN,,,
Hilary Duff,With Love,Baby,"Baby, you can be tough",ADV,RB,advmod,13603,24,2007,PROPN,,,
Hilary Duff,With Love,Baby,"Baby, you can be tough",ADV,RB,advmod,13603,24,2007,PROPN,,,
Hilary Duff,With Love,Baby,"Baby, you can be tough",ADV,RB,advmod,13603,24,2007,PROPN,,,
Hillsong UNITED,Oceans (Where Feet May Fail),Jesus,"Oh Jesus yeah, my God",PROPN,NNP,vocative,16102,83,2014,,,,
Hillsong UNITED,Oceans (Where Feet May Fail),Will,Will be my guide,AUX,MD,aux,16102,83,2014,,,,
him,Wings Of A Butterfly,Heaven,Heaven ablaze in our eyes,PROPN,NNP,nsubj,13218,87,2006,,,,
Hinder,Lips Of An Angel,Will,Will it start a fight?,AUX,MD,aux,13358,3,2006,,,,
Hoobastank,Crawling In The Dark,Will,Will the ending be,AUX,MD,aux,11748,68,2002,,,,
Hoobastank,Crawling In The Dark,Will,Will I ever get to see,AUX,MD,aux,11748,68,2002,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Adrien,Adrien Broner the way I'm ducking and weaving,ADV,RB,advmod,16459,71,2015,PROPN,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Ashley,So now my fan base is full of Megan's and Ashley's,PROPN,NNP,conj,16459,71,2015,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,David,Larry David plus Miles Davis,PROPN,NNP,flat,16459,71,2015,,,TRUE,
Hoodie Allen Featuring Ed Sheeran,All About It,Davis,Larry David plus Miles Davis,PROPN,NNP,flat,16459,71,2015,,,TRUE,
Hoodie Allen Featuring Ed Sheeran,All About It,Drake,I play guitar no need to worry 'bout my Drake hand,NOUN,NN,compound,16459,71,2015,PROPN,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Jason,"My mate Jason at the bar screaming \Who want what?\""""",PROPN,NNP,obj,16459,71,2015,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Larry,Larry David plus Miles Davis,PROPN,NNP,root,16459,71,2015,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Megan,So now my fan base is full of Megan's and Ashley's,PROPN,NNP,obl,16459,71,2015,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Miles,Larry David plus Miles Davis,PROPN,NNP,conj,16459,71,2015,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Paula,I'm tryin' to Paula my patent young,PROPN,NNP,obl,16459,71,2015,,,,
Hoodie Allen Featuring Ed Sheeran,All About It,Prince,"Prince of Manhattan, now everybody believe it",PROPN,NNP,root,16459,71,2015,,title,,
Hoodie Allen Featuring Ed Sheeran,All About It,Ray,Waiting for the sun to shine just to rock these Ray Bans,PROPN,NNP,compound,16459,71,2015,,brand,,
Hooters,All You Zombies,Moses,Holy Moses met the Pharaoh,PROPN,NNPS,nsubj,5616,58,1985,,,,
