"artist","song","name","sentence","upos","xpos","dep_rel"
"2 Chainz Featuring Drake","No Lie","Louie","Louie V's in my archives, black diamonds, apartheid","PROPN","NNP","nsubj"
"2 Chainz Featuring Drake & Lil Wayne","I Do It","Drake","Have Drake sing a song just to get her p**** wet","NOUN","NN","obj"
"2 Chainz Featuring Drake & Lil Wayne","I Do It","Johnny","And that's word to Johnny Gill","PROPN","NNP","nmod"
"2 Chainz Featuring Drake & Lil Wayne","I Do It","Melissa","She 'bout to call up Melissa","PROPN","NNP","obj"
"2 Chainz Featuring Drake & Lil Wayne","I Do It","Patricia","He might call up Patricia","PROPN","NNP","obj"
"2 Chainz Featuring Drake & Lil Wayne","I Do It","Will","Will jump a n**** like a chessboard","AUX","MD","aux"
"2 Chainz Featuring Kanye West","Birthday Song","Louis","If I die bury me inside that Louis store","PROPN","NNP","compound"
"2 Chainz Featuring Kanye West","Birthday Song","Louis","When I die, bury me inside that Louis store","PROPN","NNP","compound"
"2 Chainz Featuring Kanye West","Birthday Song","Louis","When I die, bury me inside that Louis store","PROPN","NNP","compound"
"2 Chainz Featuring Kanye West","Birthday Song","Louis","When I die, bury me inside that Louis store","PROPN","NNP","compound"
"2 Chainz Featuring Kanye West","Birthday Song","Louis","When I die, bury me inside that Louis store","PROPN","NNP","compound"
"2 Chainz Featuring Kanye West","Birthday Song","Weston","She said, \"How 'bout I get you jewelry from the Weston?\"","PROPN","NNP","obl"
"2 Chainz Featuring Lil Wayne","Yuck!","Amber","Uh, cut the top off, call it Amber Rose","PROPN","NNP","compound"
"2 Chainz Featuring Lil Wayne","Yuck!","Armani","His and her Armani, put it in a tonic","NOUN","NN","conj"
"2 Chainz Featuring Lil Wayne","Yuck!","Brad","Got these hoes on my dick like Brad Pitt","PROPN","NNP","compound"
"2 Chainz Featuring Lil Wayne","Yuck!","Brad","Got these hoes on my dick like Brad Pitt","PROPN","NNP","compound"
"2 Chainz Featuring Lil Wayne","Yuck!","Holland","We next, weed never left Holland, weed bag","PROPN","NNP","obj"
"2 Chainz Featuring Lil Wayne","Yuck!","Rose","Uh, cut the top off, call it Amber Rose","PROPN","NNP","xcomp"
"2 Chainz Featuring Pharrell","Feds Watching","Alexander","Mr. Comme des Garçons, Mr. Alexander Wang","PROPN","NNP","flat"
"2 Chainz Featuring Pharrell","Feds Watching","Armani","This Armani, this Givenchy, I parachute you","PROPN","NNP","vocative"
"2 Chainz Featuring Pharrell","Feds Watching","Billie","Billie","PROPN","NNP","root"
"2 Chainz Featuring Pharrell","Feds Watching","George","Throw it high, make you and George Washington head butt","PROPN","NNP","compound"
"2 Chainz Featuring Pharrell","Feds Watching","Heather","Niggas put their Glock on your ass, fuck that Heather B","PROPN","NNP","nsubj"
"2 Chainz Featuring Pharrell","Feds Watching","Jean","Jean red leather same color Red Lobster","PROPN","NNP","nsubj"
"2 Chainz Featuring Pharrell","Feds Watching","Ray","See them shades you got on call Ray-Bans","PROPN","NNP","compound"
"2 Pistols Featuring T-Pain & Tay Dizm","She Got It","Louis","Bestest thing in fresh Louis with the matching jeans","PROPN","NNP","nmod"
"2 Unlimited","Get Ready For This","Ray","Name here is Ray, the group is 2 Unlimited","PROPN","NNP","root"
"21 Savage & Metro Boomin","No Heart","John","I'ma at your favorite rapper, shoot him like I'm John Dill","PROPN","NNP","advcl"
"21 Savage & Metro Boomin","No Heart","Louis","Louis V my bag and Louis V on my belt","PROPN","NNP","root"
"21 Savage & Metro Boomin","No Heart","Louis","Louis V my bag and Louis V on my belt","PROPN","NNP","compound"
"21 Savage & Metro Boomin","No Heart","Louis","Louis V my bag and Louis V on my belt","PROPN","NNP","root"
"21 Savage & Metro Boomin","No Heart","Louis","Louis V my bag and Louis V on my belt","PROPN","NNP","compound"
"21 Savage & Metro Boomin","No Heart","Stuart","Stuart Little, heard these niggas some rats","PROPN","NNP","nsubj"
"2Gether","The Hardest Part Of Breaking Up (Is Getting Back Your Stuff)","Mickey","Yeah, uh Mickey Parke up in this mud","PROPN","NNP","compound"
"2nd II None","If You Want It","Jay","Don't forget about Jay, just want me a fresh hoe","PROPN","NNP","obl"
"2Pac","Changes","Huey","It's time to fight back that's what Huey said","PROPN","NNP","nsubj"
"2Pac","Changes","Huey","Two shots in the dark now Huey's dead","PROPN","NNP","nmod:poss"
"2Pac","I Get Around","Baby","Baby doll, check it out, I get around","PROPN","NNP","vocative"
"2Pac","I Get Around","Baby","Baby I can see, that you don't recognize me","SCONJ","IN","mark"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","And if I die, I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","And though it seems Heaven-sent","PROPN","NNP","obl:npmod"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","If I die, I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","And I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","Soldier in the house, I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Heaven","I wonder if Heaven got a ghetto","PROPN","NNP","nsubj"
"2Pac","I Wonder If Heaven Got A Ghetto","Rodney","Ask Rodney, LaTasha, and many more","PROPN","NNP","obj"
"2Pac","Keep Ya Head Up","Corinne","Little somethin' for my godson Elijah and a little girl named Corinne","PROPN","NNP","xcomp"
"2Pac","Keep Ya Head Up","Elijah","Little somethin' for my godson Elijah and a little girl named Corinne","PROPN","NNP","nmod"
"2Pac","Keep Ya Head Up","Gaye","Aiyyo, I remember Marvin Gaye, used to sing to me","PROPN","NNP","flat"
"2Pac","Keep Ya Head Up","Marvin","Aiyyo, I remember Marvin Gaye, used to sing to me","PROPN","NNP","nsubj"
"2Pac","So Many Tears","Heaven","To Heaven's door, shed so many tears","PROPN","NNP","nmod:poss"
"2Pac","So Many Tears","Will","Will I survive til the mo'nin, to see the sun","AUX","MD","aux"
"2Pac","Temptations","Will","Will I cheat or will I be committed, heaven knows","AUX","MD","aux"
"2Pac","Thugz Mansion","Billie","Then some lady named Billie Holiday sang sittin' there kickin' it with Malcolm, 'til the day came","PROPN","NNP","compound"
"2Pac","Thugz Mansion","Davis","When Miles Davis cuttin' lose with the band","PROPN","NNP","compound"
"2Pac","Thugz Mansion","Gaye","Seen a show with Marvin Gaye last night,","PROPN","NNP","nmod"
"2Pac","Thugz Mansion","Jackie","it had me shook drippin' peppermint Schnapps, with Jackie Wilson, and Sam Cooke","PROPN","NNP","nmod"
"2Pac","Thugz Mansion","Malcolm","Then some lady named Billie Holiday sang sittin' there kickin' it with Malcolm, 'til the day came","PROPN","NNP","obl"
"2Pac","Thugz Mansion","Marvin","Seen a show with Marvin Gaye last night,","PROPN","NNP","compound"
"2Pac","Thugz Mansion","Miles","When Miles Davis cuttin' lose with the band","PROPN","NNP","compound"
"2Pac","Thugz Mansion","Sam","it had me shook drippin' peppermint Schnapps, with Jackie Wilson, and Sam Cooke","PROPN","NNP","conj"
"2Pac","Thugz Mansion","Sky","Sky high, iced out paradise, in the sky","ADV","RB","advmod"
"2Pac","Thugz Mansion","Sky","Sky high, iced out paradise, in the sky","ADV","RB","advmod"
"2Pac","Thugz Mansion","Sky","Sky high, iced out paradise, in the sky","ADV","RB","advmod"
"2Pac","Thugz Mansion","Sky","Sky high, iced out paradise, in the sky","ADV","RB","advmod"
"2Pac","Thugz Mansion","Will","Will I survive all the fights and the darkness?","AUX","MD","aux"
"2Pac","Thugz Mansion","Wilson","it had me shook drippin' peppermint Schnapps, with Jackie Wilson, and Sam Cooke","PROPN","NNP","flat"
"2Pac Featuring Trick Daddy","Still Ballin","Will","Question is: Will you fuck-niggas ride for real, huh?","AUX","MD","aux"
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch","Runnin'","Allen","Hit the hole like Allen Iverson with confidence","PROPN","NNP","compound"
"3 Doors Down","Citizen Soldier","Hope","Hope and pray, that you never need me.","VERB","VB","root"
"30 Seconds To Mars","Kings And Queens","Heaven","Heaven and hell","PROPN","NNP","root"
"30 Seconds To Mars","Kings And Queens","Heaven","Heaven and hell","PROPN","NNP","root"
"3LW Featuring P. Diddy & Loon","I Do (Wanna Get Close To You)","Baby","Baby, how can I just make you see","ADV","RB","advmod"
"3OH!3","Don't Trust Me","Helen","Do the Helen Keller and talk with your hips.","PROPN","NNP","compound"
"3OH!3","Don't Trust Me","Helen","Do the Helen Keller and talk with your hips.","PROPN","NNP","compound"
"3OH!3","Don't Trust Me","Helen","Do the Helen Keller and talk with your hips.","PROPN","NNP","compound"
"3OH!3","Dont Trust Me","Helen","Do the Helen Keller and talk with your hips.","PROPN","NNP","compound"
"3OH!3","Dont Trust Me","Helen","Do the Helen Keller and talk with your hips.","PROPN","NNP","compound"
"3OH!3","Dont Trust Me","Helen","Do the Helen Keller and talk with your hips.","PROPN","NNP","compound"
"3OH!3","Set You Free","Baby","Baby","PROPN","NNP","root"
"3OH!3","Starstrukk","Daisy","Daisy Dukes,","PROPN","NNP","root"
"3OH!3","Touchin On My","Baby","Baby, you should be a sign","ADV","RB","advmod"
"3OH!3 Featuring Katy Perry","Starstrukk","Daisy","Daisy Dukes,","PROPN","NNP","root"
"3OH!3 Featuring Ke$ha","My First Kiss","Baby","Baby, this is it","PROPN","NNP","vocative"
"3OH!3 Featuring Ke$ha","My First Kiss","Baby","Baby, this is it","PROPN","NNP","vocative"
"3OH!3 Featuring Neon Hitch","Follow Me Down","Baby","Baby baby here we all crazy","ADJ","JJ","amod"
"3rd Bass","Pop Goes The Weasel","Cali","Aiyyo, I came from Cali, and they hooped it, they hooped it","PROPN","NNP","obl"
"3rd Bass","Pop Goes The Weasel","Pete","Hey yo, Pete Nice, rip the mic and go for yours","PROPN","NNP","compound"
"3rd Bass","Pop Goes The Weasel","Sam","Get a disc or tape, at Sam Goody","PROPN","NNP","obl"
"3T","Anything","Baby","Baby, there's nothing in this world I wouldn't do","PROPN","NNP","vocative"
"3T","Anything","Baby","Baby, there's nothing in this world I wouldn't do","PROPN","NNP","vocative"
"5 Seconds Of Summer","Everything I Didn't Say","Heaven","Heaven is a place on earth","PROPN","NNP","nsubj"
"5 Seconds Of Summer","Fly Away","London","With a little bit of London sky","PROPN","NNP","compound"
"5 Seconds Of Summer","Fly Away","London","With a little bit of London sky","PROPN","NNP","compound"
"5 Seconds Of Summer","Fly Away","London","With a little bit of London sky","PROPN","NNP","compound"
"50 Cent","Disco Inferno","Bentley","Homie you can catch me swooping Bentley coupin'","PROPN","NNP","compound"
"50 Cent","Disco Inferno","Don","You mix a lil' cris wit' a lil Don Perion","PROPN","NNP","appos"
"50 Cent","Get Up","Bentley","You got a Bentley","PROPN","NNP","obj"
"50 Cent","Get Up","James","Rick James would have said she a brick house","PROPN","NNP","flat"
"50 Cent","Get Up","Mike","Since Mike made Thriller and Prince made Purple Rain","PROPN","NNP","nsubj"
"50 Cent","Get Up","Prince","Since Mike made Thriller and Prince made Purple Rain","PROPN","NNP","conj"
"50 Cent","Get Up","Rick","Rick James would have said she a brick house","PROPN","NNP","nsubj"
"50 Cent","I Get It In","Rose","A little bit of Moet, bottles of the Rose","PROPN","NNP","nmod"
"50 Cent","I Get It In","Rose","A little bit of Moet, bottles of the Rose","PROPN","NNP","nmod"
"50 Cent","I Get Money","Don","Like a Teflon Don, boy, I run New York","PROPN","NNP","flat"
"50 Cent","I Get Money","Enzo","First it was the Benzo, now I'm in the Enzo","PROPN","NNP","parataxis"
"50 Cent","I Get Money","Mac","9 shells, Mac-10, \"who wanna get it cracking?\"","PROPN","NNP","appos"
"50 Cent","I Get Money","Rocky","I come up out the jeweler, they calling me Rocky","PROPN","NNP","obj"
"50 Cent","If I Can't","Jack","I had a sip of too much Jack, I'll blow em off the map","NOUN","NN","nmod"
"50 Cent","If I Can't","Peter","Now Peter Piper picked peppers and don't rock rhymes","PROPN","NNP","nsubj"
"50 Cent","If I Can't","Piper","Now Peter Piper picked peppers and don't rock rhymes","PROPN","NNP","flat"
"50 Cent","Just A Lil Bit","Baby","Baby you got me feelin' right","SCONJ","IN","mark"
"50 Cent","Outlaw","Louis","Off with the Gucci, down go my Louis","PROPN","NNP","nsubj"
"50 Cent","P.I.M.P.","Niki","Now Niki my bottom bitch, she always come up with my bread","PROPN","NNP","vocative"
"50 Cent","Piggy Bank","Bentley","You know me, black on black Bentley, big ol' black 9","PROPN","NNP","obl"
"50 Cent","Piggy Bank","Buck","Banks' shit, sells, Buck's shit, sells","PROPN","NNP","nmod:poss"
"50 Cent","Piggy Bank","Cali","I mean like way out in Cali niggas know you, cuz","PROPN","NNP","compound"
"50 Cent","Piggy Bank","Jackson","It's an emergency, when Michael Jackson see","PROPN","NNP","flat"
"50 Cent","Piggy Bank","Jada","Jada don't fuck with me if you want to eat","PROPN","NNP","nsubj"
"50 Cent","Piggy Bank","Jay","'Cause I'll do your little ass like Jay did Mobb Deep","PROPN","NNP","compound"
"50 Cent","Piggy Bank","Kim","Freak bitch look like Kim before the surgery","PROPN","NNP","obl"
"50 Cent","Piggy Bank","Michael","It's an emergency, when Michael Jackson see","PROPN","NNP","nsubj"
"50 Cent","The Invitation","Al","When Al blew Black away I had 'em on some stupid shit","PROPN","NNP","nsubj"
"50 Cent","Window Shopper","Cali","You know a nigga wanna see how Cali girls freak off","ADJ","JJ","amod"
"50 Cent","Window Shopper","Jada","Jada you's a window shopper","PROPN","NNP","root"
"50 Cent","Window Shopper","Jada","Jada you's a window shopper","PROPN","NNP","root"
"50 Cent","Window Shopper","Jada","Jada you's a window shopper","PROPN","NNP","root"
"50 Cent","Window Shopper","Joe","Joe you's a window shopper","PROPN","NNP","root"
"50 Cent","Window Shopper","Joe","Joe you's a window shopper","PROPN","NNP","root"
"50 Cent","Window Shopper","Joe","Joe you's a window shopper","PROPN","NNP","root"
"50 Cent Featuring Dr. Dre & Alicia Keys","New Day","Miller","When I was feeling like Miller Lite and Ol' E","PROPN","NNP","compound"
"50 Cent Featuring Eminem & Adam Levine","My Life","Buck","Right in my face, so Game and Buck, both can suck a dick","PROPN","NNP","conj"
"50 Cent Featuring Eminem & Adam Levine","My Life","Michael","Psycho killer, Michael Myers, I'm on fire like a lighter","PROPN","NNP","appos"
"50 Cent Featuring Justin Timberlake & Timbaland","Ayo Technology","Baby","Baby this a new age, you like my new craze","ADP","IN","case"
"50 Cent Featuring Justin Timberlake & Timbaland","Ayo Technology","Baby","Baby this a new age, you like my new craze","ADP","IN","case"
"50 Cent Featuring Nate Dogg","21 Questions","Bentley","Could you love me in a Bentley?","PROPN","NNP","obl"
"50 Cent Featuring Nate Dogg","21 Questions","Bentley","Could you love me in a Bentley?","PROPN","NNP","obl"
"50 Cent Featuring Nate Dogg","21 Questions","Hope","Hope you can come up with the answers babe","VERB","VBP","root"
"50 Cent Featuring Nate Dogg","21 Questions","King","If I ain't rap 'cause I flipped burgers at Burger King","PROPN","NNP","nmod"
"504 Boyz","Wobble Wobble","Jay","Yo', this Jay-tweezie","PROPN","NNP","compound"
"69 Boyz","Woof Woof","Carolina","And for my dogs in North Carolina","PROPN","NNP","nmod"
"69 Boyz","Woof Woof","Dakota","This is for my dogs in Dakota","PROPN","NNP","nmod"
"69 Boyz","Woof Woof","Virginia","This for the dogs in Virginia","PROPN","NNP","nmod"
"702","Get It Together","Baby","Baby it's oh so rare,","SCONJ","IN","mark"
"702","Get It Together","Baby","Baby, please listen to me.","PROPN","NNP","nsubj"
"702","Steelo","Baby","Baby you can bring it on,","SCONJ","IN","mark"
"702","Steelo","Baby","Baby you can bring it on,","SCONJ","IN","mark"
"702","Steelo","Jackson","Ask Michael Jackson who bad,","PROPN","NNP","flat"
"702","Steelo","Joe","Word to mommy I like Joe but he's sloppy, dag","PROPN","NNP","obj"
"702","Steelo","Michael","Ask Michael Jackson who bad,","PROPN","NNP","obj"
"98 Degrees","Because Of You","Baby","Baby I really know by now","SCONJ","IN","mark"
"98 Degrees","I Do (Cherish You)","Baby","Baby, I do cherish you from the depths of my soul","ADV","RB","advmod"
"98 Degrees","Invisible Man","Baby","Baby, to you all I am is the invisible man","PROPN","NNP","root"
"98 Degrees","Invisible Man","Baby","Baby, to you all I am is the invisible man","PROPN","NNP","root"
"98 Degrees","Invisible Man","Baby","Baby, to you all I am is the invisible man","PROPN","NNP","root"
"98 Degrees","Invisible Man","Baby","Baby, to you all I am is the invisible man","PROPN","NNP","root"
"98 Degrees","Invisible Man","Baby","Baby, baby, baby, yeah","PROPN","NNP","root"
"A Flock Of Seagulls","I Ran (So Far Away)","Aurora","Aurora Borealis comes in view","PROPN","NNP","nsubj"
"A Flock Of Seagulls","I Ran (So Far Away)","Aurora","Aurora comes in view","PROPN","NNP","nsubj"
"A Rocket To The Moon","Like We Used To","Will","Will he love you like I loved you?","AUX","MD","aux"
"A Rocket To The Moon","Like We Used To","Will","Will he tell you every day?","AUX","MD","aux"
"A Rocket To The Moon","Like We Used To","Will","Will he make you feel like you're invincible","AUX","MD","aux"
"A Rocket To The Moon","Like We Used To","Will","Will you do all these things","AUX","MD","aux"
"A Tribe Called Quest","Award Tour","Brooklyn","I'm taking it to Brooklyn side","PROPN","NNP","compound"
"A Tribe Called Quest","Award Tour","Buddy","Buddy, buddy, buddy all up in your face","PROPN","NNP","vocative"
"A Tribe Called Quest","Award Tour","Dallas","Houston, Delaware, DC, Dallas","PROPN","NNP","appos"
"A Tribe Called Quest","Award Tour","Fran","Oaktown, L.A., San Fran, St. John","PROPN","NNP","flat"
"A Tribe Called Quest","Award Tour","Houston","Houston, Delaware, DC, Dallas","PROPN","NNP","root"
"A Tribe Called Quest","Award Tour","John","Oaktown, L.A., San Fran, St. John","PROPN","NNP","flat"
"A Tribe Called Quest","Award Tour","London","Chinatown, Spokane, London,","PROPN","NNP","appos"
"A Tribe Called Quest","Award Tour","Mario","See, lyrically I'm Mario Andretti on the mo-mo","PROPN","NNP","compound"
"A Tribe Called Quest","Award Tour","Muhammad","We on Award Tour with Muhammad my man","PROPN","NNP","nmod"
"A Tribe Called Quest","Award Tour","Muhammad","We on Award Tour with Muhammad my man","PROPN","NNP","nmod"
"A Tribe Called Quest","Award Tour","Muhammad","We on Award Tour with Muhammad my man","PROPN","NNP","nmod"
"A Tribe Called Quest","Award Tour","Muhammad","We on Award Tour with Muhammad my man","PROPN","NNP","nmod"
"A Tribe Called Quest","Award Tour","Sky","Sky's the limit, you gots to believe up in Quest","PROPN","NNP","nsubj"
"A Tribe Called Quest","Electric Relaxation (Relax Yourself Girl)","Madeline","But hon, you got the goods, like Madeline Woods","PROPN","NNP","compound"
"A Tribe Called Quest","Electric Relaxation (Relax Yourself Girl)","Malik","By the way, my name's Malik","NOUN","NN","root"
"A Tribe Called Quest","Electric Relaxation (Relax Yourself Girl)","Stacy","Stacy, DJ and my man L.G.","INTJ","UH","discourse"
"A Tribe Called Quest","Find A Way","Martin","Teasing me, just like Tisha, did Martin","PROPN","NNP","root"
"A Tribe Called Quest","Find A Way","Tisha","Teasing me, just like Tisha, did Martin","PROPN","NNP","obl"
"A Tribe Called Quest","We The People....","Muhammad","Shaheed Muhammad cut it with precision","PROPN","NNP","flat"
