"artist","song","name","sentence","upos","xpos","dep_rel"
"Meek Mill","1942 Flows","Daniel","Damn Daniel, why you selling Mr. Miyagi though","PROPN","NNP","flat"
"Meek Mill","1942 Flows","Jazmine",".40 bust your windows out, Jazmine Sullivan","PROPN","NNP","conj"
"Meek Mill","1942 Flows","Jesus","Like I'm Jesus the way she cross me","PROPN","NNP","root"
"Meek Mill","1942 Flows","Nicki","So when you see me out don't ask me about no Nicki","PROPN","NNP","obl"
"Meek Mill","1942 Flows","Ross","Ever since I met Ross and signed a dotted line","PROPN","NNP","obj"
"Meek Mill","1942 Flows","Sullivan",".40 bust your windows out, Jazmine Sullivan","PROPN","NNP","flat"
"Meek Mill","1942 Flows","Wendy","I look like tellin' my business on Wendy","PROPN","NNP","nmod"
"G-Eazy Featuring Yo Gotti & YBN Nahmir","1942","Baby","Baby hit my line because she see them stars in the roof","ADV","RB","advmod"
"G-Eazy Featuring Yo Gotti & YBN Nahmir","1942","Christian","Red Christian Loubs, I rock designer shoes","PROPN","NNP","compound"
"Gunna Featuring Young Thug","3 Headed Snake","Ross","I fucked her at Ross place","PROPN","NNP","compound"
"Gunna Featuring Young Thug","3 Headed Snake","Royce","I was in a Royce, I was seeing space","PROPN","NNP","root"
"Future","31 Days","London","Took a few Pakistanians into London","PROPN","NNP","obl"
"Zedd & Katy Perry","365","Baby","Baby, you got me changing","ADV","RB","advmod"
"2 Chainz Featuring Travis Scott","4 AM","Carter","Reminiscin' 'bout the trap, playin' the first Carter","NOUN","NN","obj"
"Future","4 Da Gang","Jerry","You see my plain Patek, cost Jerry Rice, nigga","PROPN","NNP","obj"
"Future","4 Da Gang","Seth","I was kicking it in overdrive, for Seth Firkins","PROPN","NNP","compound"
"Logic","44 More","Blaine","Levitated like I'm David Blaine","PROPN","NNP","flat"
"Logic","44 More","David","Levitated like I'm David Blaine","PROPN","NNP","advcl"
"Logic","44 More","David","Livin' a dream like I'm David Aames","PROPN","NNP","advcl"
"Logic","44 More","Elijah","Yeah, I'm supplyin' the wood like Elijah","PROPN","NNP","obl"
"Logic","44 More","Harry","Sold more albums my first week than Harry Styles and Katy Perry","PROPN","NNP","nmod"
"Logic","44 More","Katy","Sold more albums my first week than Harry Styles and Katy Perry","PROPN","NNP","conj"
"Logic","44 More","Kevin","That Kevin Durant, I'm a champion","PROPN","NNP","nsubj"
"Logic","44 More","Perry","Sold more albums my first week than Harry Styles and Katy Perry","PROPN","NNP","flat"
"Logic","44 More","Star","Star Lord, champion","PROPN","NNP","root"
"JAY-Z","4:44","Paris","I harassed you out in Paris","PROPN","NNP","obl"
"Lil Uzi Vert","444+222","Jay","Million, on me, Jay Z","PROPN","NNP","compound"
"Lil Uzi Vert","444+222","Jay","Million, on me, Jay Z","PROPN","NNP","compound"
"Lil Uzi Vert","444+222","Jay","Million, on me, Jay Z","PROPN","NNP","compound"
"Lil Uzi Vert","444+222","Jay","Million, on me, Jay Z","PROPN","NNP","compound"
"Lil Uzi Vert","444+222","Jay","Million, on me, Jay Z","PROPN","NNP","compound"
"Lil Uzi Vert","444+222","Jay","Million, on me, Jay Z","PROPN","NNP","compound"
"Travis Scott","5% Tint","Kevin","All that fall in love shit she got it Kevin Hart","PROPN","NNP","xcomp"
"Lil Yachty Featuring Trippie Redd","66","Baby","Baby girl I'm tryna fuck, why is you ventin'?","ADJ","JJ","amod"
"Lil Yachty Featuring Trippie Redd","66","Bentley","Racks up, racks up, pullin' out a Bentley truck","PROPN","NNP","compound"
"Lil Yachty Featuring Trippie Redd","66","Bentley","I just pulled up in a Bentley","PROPN","NNP","obl"
"Lil Yachty Featuring Trippie Redd","66","Bentley","Racks up, racks up, pullin' out a Bentley truck","PROPN","NNP","compound"
"Lil Yachty Featuring Trippie Redd","66","Bentley","Racks up, racks up, pullin' out a Bentley truck","PROPN","NNP","compound"
"Lil Yachty Featuring Trippie Redd","66","Bentley","Side by side, me and Trippie in the Bentley","PROPN","NNP","obl"
"Lil Yachty Featuring Trippie Redd","66","Bentley","Racks up, racks up , pullin' out a Bentley truck","PROPN","NNP","compound"
"Ariana Grande","7 Rings","Tiffany","Yeah, breakfast at Tiffany's and bottles of bubbles","PROPN","NNP","nmod"
"Drake","8 Out Of 10","Max","Max said they only bless when they attached to you","PROPN","NNP","nsubj"
"Drake","8 Out Of 10","Will","Helipad from Will Smith crib straight to the stage","PROPN","NNP","compound"
"Post Malone","92 Explorer","Bentley","Used to mock him, now his cars some Bentley mock-ups","PROPN","NNP","compound"
"Post Malone","92 Explorer","London","We got London On Da Track","PROPN","NNP","obj"
"Post Malone","92 Explorer","London","We got London On Da Track","PROPN","NNP","obj"
"Post Malone","92 Explorer","Roseanne","Bought the bar, Roseanne","PROPN","NNP","appos"
"French Montana Featuring The Weeknd & Max B","A Lie","Baby","Baby girl, comin' home and you can't stay, out","ADJ","JJ","amod"
"French Montana Featuring The Weeknd & Max B","A Lie","Karl","Me and Max hit the block like Karl Malone, Stockton","PROPN","NNP","compound"
"French Montana Featuring The Weeknd & Max B","A Lie","Max","Me and Max hit the block like Karl Malone, Stockton","PROPN","NNP","conj"
"French Montana Featuring The Weeknd & Max B","A Lie","Montana","Montana, Montana, ow","PROPN","NNP","root"
"French Montana Featuring The Weeknd & Max B","A Lie","Montana","Montana, Montana, ow","PROPN","NNP","appos"
"21 Savage","A Lot","Cole","Cole on a mission","NOUN","NN","root"
"21 Savage","A Lot","Dennis","Dennis Smith Jr., stay solid, my nigga","PROPN","NNP","nsubj"
"City Girls","Act Up","Ford","Ford","PROPN","NNP","root"
"City Girls","Act Up","Tom","He'll curse a nigga rockin' Tom","PROPN","NNP","appos"
"Drake Featuring Static Major & Ty Dolla $ign","After Dark","Al","It's Al Wood and you are safe, soft, and warm","PROPN","NNP","compound"
"Drake Featuring Static Major & Ty Dolla $ign","After Dark","Jill","My Funny Valentine, Jill Scott","PROPN","NNP","compound"
"Drake Featuring Static Major & Ty Dolla $ign","After Dark","Luther","the selected music of Mr Luther Van Dross","PROPN","NNP","compound"
"Drake Featuring Static Major & Ty Dolla $ign","After Dark","Scott","My Funny Valentine, Jill Scott","PROPN","NNP","appos"
"Drake Featuring Static Major & Ty Dolla $ign","After Dark","Valentine","My Funny Valentine, Jill Scott","PROPN","NNP","root"
"Drake Featuring Static Major & Ty Dolla $ign","After Dark","Van","the selected music of Mr Luther Van Dross","PROPN","NNP","nmod"
"J. Cole","Album Of The Year (Freestyle)","Billy","Now we push pills and sell heroin to Billy","PROPN","NNP","obl"
"J. Cole","Album Of The Year (Freestyle)","Billy","Now Billy momma want the judge to pardon his addiction","ADV","RB","advmod"
"J. Cole","Album Of The Year (Freestyle)","Cliff","Shout out Oak Cliff, I'm 'bout to fly to Dallas","PROPN","NNP","obj"
"J. Cole","Album Of The Year (Freestyle)","Dallas","Shout out Oak Cliff, I'm 'bout to fly to Dallas","PROPN","NNP","obl"
"J. Cole","Album Of The Year (Freestyle)","Mark","What up, Mark Cuban?","PROPN","NNP","compound"
"Future & Young Thug","All Da Smoke","Barry","I got Barry Bonds on my wrist","PROPN","NNP","compound"
"Future & Young Thug","All Da Smoke","Bentley","300 racks on a Bentley truck, yeah yeah","PROPN","NNP","compound"
"Future & Young Thug","All Da Smoke","Chanel","I got pom-poms in my rear, Chanel CoCo in my kill","PROPN","NNP","compound"
"Juice WRLD","All Girls Are The Same","Carlo","Wake up the next day in the Monte Carlo","PROPN","NNP","obl"
"Juice WRLD","All Girls Are The Same","John","I'm a jealous boy, really feel like John Lennon","PROPN","NNP","obl"
"Juice WRLD","All Girls Are The Same","Lennon","I'm a jealous boy, really feel like John Lennon","PROPN","NNP","flat"
"Juice WRLD","All Girls Are The Same","Monte","Wake up the next day in the Monte Carlo","PROPN","NNP","compound"
"Kanye West","All Mine","Campbell","I could have Naomi Campbell","PROPN","NNP","obj"
"Kanye West","All Mine","Christian","All these thots on Christian Mingle","PROPN","NNP","compound"
"Kanye West","All Mine","Corey","I call that taking Corey Gambles","PROPN","NNP","compound"
"Kanye West","All Mine","Kerry","If I pull up with a Kerry Washington","PROPN","NNP","obl"
"Kanye West","All Mine","Kobe","If you don't ball like him or Kobe","PROPN","NNP","conj"
"Kanye West","All Mine","Naomi","I could have Naomi Campbell","PROPN","NNP","compound"
"Kanye West","All Mine","Stormy","And still might want me a Stormy Daniels","PROPN","NNP","compound"
"Kanye West","All Mine","Tristan","Almost what got Tristan single","PROPN","NNP","obj"
"21 Savage","All My Friends","Bentley","I lost all my friends countin' bands in the Bentley coupe","PROPN","NNP","compound"
"21 Savage","All My Friends","Bentley","I lost all my friends countin' bands in the Bentley coupe","PROPN","NNP","compound"
"21 Savage","All My Friends","Bentley","I lost all my friends countin' bands in the Bentley coupe","PROPN","NNP","compound"
"21 Savage","All My Friends","Bentley","I lost all my friends countin' bands in the Bentley coupe","PROPN","NNP","compound"
"21 Savage","All My Friends","Bentley","I lost all my friends countin' bands in the Bentley coupe","PROPN","NNP","compound"
"Devin Dawson","All On Me","Baby","Baby put it all on me","PROPN","NNP","nsubj"
"Devin Dawson","All On Me","Baby","Baby put it all on me","PROPN","NNP","nsubj"
"Devin Dawson","All On Me","Baby","Baby you can bet your life on me","SCONJ","IN","mark"
"Devin Dawson","All On Me","Baby","Baby put it all on me","PROPN","NNP","nsubj"
"Billie Eilish","All The Good Girls Go To Hell","Peter","Peter's on vacation, an open invitation","PROPN","NNP","nsubj"
"Billie Eilish","All The Good Girls Go To Hell","Peter","Peter should know better","PROPN","NNP","nsubj"
"Meek Mill","Almost Slipped","Ginger","Ginger from the movie, ooh","NOUN","NN","root"
"Halsey Featuring Big Sean & Stefflon Don","Alone","Baby","Baby, as soon as you meet me","ADV","RB","root"
"Halsey Featuring Big Sean & Stefflon Don","Alone","Baby","Baby, as soon as you meet me","ADV","RB","root"
"Halsey Featuring Big Sean & Stefflon Don","Alone","Baby","Baby, as soon as you meet me","ADV","RB","root"
"Halsey Featuring Big Sean & Stefflon Don","Alone","Cali","I got a new place in Cali","PROPN","NNP","nmod"
"Halsey Featuring Big Sean & Stefflon Don","Alone","Paris","I stayed a night out in Paris","PROPN","NNP","obl"
"Lady Gaga","Always Remember Us This Way","Baby","Baby, it hurts","PROPN","NNP","vocative"
"Lady Gaga","Always Remember Us This Way","Baby","Baby, it hurts","PROPN","NNP","vocative"
"Lady Gaga","Always Remember Us This Way","Baby","Baby, it hurts","PROPN","NNP","vocative"
"Young Thug Featuring Nicki Minaj","Anybody","Chanel","Lady Chanel for the luggage","PROPN","NNP","flat"
"XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee","Arms Around You","Chanel","Y conmingo estàs vestida de Chanel","PROPN","NNP","nmod"
"XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee","Arms Around You","Mercedes","Pull out the Rollie in a Mercedes","PROPN","NNPS","obl"
"21 Savage","ASMR","Becky","I still call her Becky","PROPN","NNP","xcomp"
"21 Savage","ASMR","Chanel","She don't get no new Chanel, she gon' throw a fit","PROPN","NNP","obj"
"21 Savage","ASMR","Richard","Richard Mille cost so much I could push","PROPN","NNP","compound"
"Future & Juice WRLD","Astronauts","Al","I be with my Chi town brothers, Al Capone","PROPN","NNP","appos"
"Future & Juice WRLD","Astronauts","Chanel","Blow my head off she deserve Chanel coco","PROPN","NNP","compound"
"Future & Juice WRLD","Astronauts","Emilio","Emilio Pucci, not regular fly","PROPN","NNP","nsubj"
"Future & Juice WRLD","Astronauts","Hope","Hope you never get to murder solving like nothing's wrong","VERB","VBP","root"
"Future & Juice WRLD","Astronauts","Hope","Hope one day you runnin to your ops, you get em going","VERB","VBP","root"
"Future & Juice WRLD","Astronauts","Louis","Louis Vuitton bandana, too many shopping bags","PROPN","NNP","root"
"Future & Juice WRLD","Astronauts","Richard","Richard Mille or the Rollie it don't tick tock","PROPN","NNP","nsubj"
"Future & Juice WRLD","Astronauts","Riley","I grew up a bad kid, 'coulda been Riley on the Boondocks","PROPN","NNP","parataxis"
"Future & Juice WRLD","Astronauts","Susie","White bitch nerdy, her name Susie, uh","PROPN","NNP","appos"
"J. Cole","ATM","Cole","Now Cole, he important","PROPN","NNP","vocative"
"J. Cole","ATM","Martin","My niggas beside me like Tommy and Martin","PROPN","NNP","conj"
"J. Cole","ATM","Tommy","My niggas beside me like Tommy and Martin","PROPN","NNP","nmod"
"J. Cole","ATM","Will","Will I fall?","AUX","MD","aux"
"J. Cole","ATM","Will","Will I fly?","AUX","MD","aux"
"J. Cole","ATM","Will","Will I fall?","AUX","MD","aux"
"J. Cole","ATM","Will","Will I fly?","AUX","MD","aux"
"Charlie Puth","Attention","Baby","Baby, now that we're, now that we're, now that we're right here standing face to face","ADV","RB","advmod"
"Migos","Auto Pilot","Barry","Birds singing like Barry","PROPN","NNP","obl"
"Migos","Auto Pilot","Cannon","Chopper ring, drumline, Nick Cannon","PROPN","NNP","flat"
"Migos","Auto Pilot","Mary","Skeletons singing like Mary","PROPN","NNP","obl"
"Migos","Auto Pilot","Nick","Chopper ring, drumline, Nick Cannon","PROPN","NNP","appos"
"Pinkfong","Baby Shark","Baby","Baby Shark doo doo, doo doo doo doo","PROPN","NNP","root"
"Pinkfong","Baby Shark","Baby","Baby Shark doo doo, doo doo doo doo","PROPN","NNP","root"
"Pinkfong","Baby Shark","Baby","Baby Shark doo doo, doo doo doo doo","PROPN","NNP","root"
"Pinkfong","Baby Shark","Baby","Baby Shark","PROPN","NNP","compound"
"Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals","Back To You","Baby","Baby, here we go again","PROPN","NNP","vocative"
"Halsey","Bad At Love","Jack","And it tastes like Jack when I'm kissing him","NOUN","NN","obl"
"Halsey","Bad At Love","London","London girl with an attitude","PROPN","NNP","compound"
"Selena Gomez","Bad Liar","Troy","But just like the battle of Troy","PROPN","NNP","nmod"
"Post Malone Featuring Nicki Minaj","Ball For Me","Baby","Baby, give you the world, baby","ADV","RB","advmod"
"Post Malone Featuring Nicki Minaj","Ball For Me","Baby","Baby, gonna take the charge and take the fall for me","PROPN","NNP","root"
"Post Malone Featuring Nicki Minaj","Ball For Me","James","Got 'em lookin' like James Harden at the awards","PROPN","NNP","obl"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Bobby","I'll Bobby Shmurda anybody you heard of","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Carter","Fuck all this pretty Shawn Carter shit nigga, HOV","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Carter","Fuck all this pretty Shawn Carter shit nigga, HOV","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Carter","Fuck all this pretty Shawn Carter shit nigga, HOV","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Emory","Emory passed you niggas and he did a bid","PROPN","NNP","nsubj"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Shawn","Fuck all this pretty Shawn Carter shit nigga, HOV","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Shawn","Shawn was on that gospel shit","PROPN","NNP","nsubj"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Shawn","Shawn was in flight mode, I bought a Pyrex","PROPN","NNP","nsubj"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Shawn","Fuck all this pretty Shawn Carter shit nigga, HOV","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Shawn","Fuck all this pretty Shawn Carter shit nigga, HOV","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Turner","Birth of a Nation, Nat Turner style","PROPN","NNP","compound"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Ty","Ty","PROPN","NNP","root"
"JAY-Z Featuring Damian \Jr. Gong\ Marely","Bam","Ty","Ty jumped over niggas and he's like 5'6\"","PROPN","NNP","nsubj"
"21 Savage","Bank Account","Bentley","'Rari matte black and I got a Bentley with me","PROPN","NNP","obj"
"21 Savage","Bank Account","Harley","I pull up in 'rari's and shit, with choppers and Harley's and shit","PROPN","NNP","conj"
"21 Savage","Bank Account","Marcus","Walk in Neiman Marcus and I spend a light fifty","PROPN","NNP","obl"
"21 Savage","Bank Account","Max","Bitch, I'm Mad Max, you know I got Ziggy with me","PROPN","NNP","root"
"21 Savage","Bank Account","Reggie","I shoot like Reggie Mill', dog","PROPN","NNP","compound"
"Nicki Minaj","Barbie Dreams","Dave","A hand full of Weezy, sprinkle of Dave East","PROPN","NNP","compound"
"Nicki Minaj","Barbie Dreams","Drake","Drake worth a hundred milli, always buying me shit","VERB","VB","root"
"Nicki Minaj","Barbie Dreams","Drake","'Til I saw him hopping out of cars dancing to Drake","VERB","VB","xcomp"
"Nicki Minaj","Barbie Dreams","Ed","I remember when I used to have a crush on Special Ed","PROPN","NNP","nmod"
"Nicki Minaj","Barbie Dreams","Kim","Curved him and went the Kim and Kanye way","PROPN","NNP","obj"
"Nicki Minaj","Barbie Dreams","Mike","Like Mike Tyson, he was biting my shit","PROPN","NNP","obl"
"Nicki Minaj","Barbie Dreams","Odell","And I would've had Odell Beckham banging the cake","PROPN","NNP","obj"
"Nicki Minaj","Barbie Dreams","Rick","Shoutout to my Jews, l'chaim, Rick Rubin","PROPN","NNP","root"
"Nicki Minaj","Barbie Dreams","Ruben","No I ain't Studdard and no I ain't Ruben","VERB","VBN","conj"
"Nicki Minaj","Barbie Dreams","Rubin","Shoutout to my Jews, l'chaim, Rick Rubin","PROPN","NNP","flat"
"Nicki Minaj","Barbie Dreams","Scottie","I'ma do that nigga Future dirty, word to Scottie","PROPN","NNP","nmod"
"Nicki Minaj","Barbie Dreams","Stefan","I turn Stefan into Urkel","PROPN","NNP","obj"
"Nicki Minaj","Barbie Dreams","Tyson","Like Mike Tyson, he was biting my shit","PROPN","NNP","flat"
"Nicki Minaj","Barbie Tingz","Drake","That's Lil Weezy, the Barbie and Drizzy Drake","PROPN","NNP","conj"
"Nicki Minaj","Barbie Tingz","Guy","Ritchie like Guy and I still eat Thai","PROPN","NNP","nmod"
"Nicki Minaj","Barbie Tingz","Guy","Ritchie like Guy and I still eat Thai","PROPN","NNP","nmod"
"Nicki Minaj","Barbie Tingz","Jay","I spoke to Jay the other day, he's still the kingpin","PROPN","NNP","obl"
"Nicki Minaj","Barbie Tingz","Nicki","Want the Nicki cheat code?","PROPN","NNP","compound"
"Nicki Minaj","Barbie Tingz","Nicki","Want the Nicki cheat code?","PROPN","NNP","compound"
"Nicki Minaj","Barbie Tingz","Wayne","If I ain't sign to Wayne's perfectly designed crew","PROPN","NNP","nmod:poss"
"Cardi B Featuring 21 Savage","Bartier Cardi","Bentley","Bentley truck lane to lane","PROPN","NNP","compound"
"Cardi B Featuring 21 Savage","Bartier Cardi","Bentley","Bentley truck lane to lane","PROPN","NNP","compound"
"Cardi B Featuring 21 Savage","Bartier Cardi","Bentley","I'm in a Bentley truck, she keep on suckin' like it's tinted","PROPN","NNP","compound"
"Cardi B Featuring 21 Savage","Bartier Cardi","Bentley","Bentley truck lane to lane","PROPN","NNP","compound"
"Cardi B Featuring 21 Savage","Bartier Cardi","Bentley","Bentley truck lane to lane","PROPN","NNP","compound"
"Cardi B Featuring 21 Savage","Bartier Cardi","Molly","Put that bitch on Molly","PROPN","NNP","obl"
"Cardi B Featuring 21 Savage","Bartier Cardi","Molly","Bitch on Molly","PROPN","NNP","nmod"
"Cardi B Featuring 21 Savage","Bartier Cardi","Molly","Said, that bitch on Molly","PROPN","NNP","nmod"
"Cardi B Featuring 21 Savage","Bartier Cardi","Molly","The bitch so bad I popped a Molly 'fore I hit it","PROPN","NNP","obj"
"Migos Featuring 21 Savage","BBO (Bad Bitches Only)","Houston","Houston Texas, no who trilla?","PROPN","NNP","compound"
"Migos Featuring 21 Savage","BBO (Bad Bitches Only)","Miller","Reggie Miller shoot 'em bill up","PROPN","NNP","flat"
"Migos Featuring 21 Savage","BBO (Bad Bitches Only)","Quincy","All these Jones soldier fuck it they call me Quincy","PROPN","NNP","obj"
"Migos Featuring 21 Savage","BBO (Bad Bitches Only)","Reggie","Reggie Miller shoot 'em bill up","PROPN","NNP","nsubj"
"Cardi B","Be Careful","Keisha","But we more like Belly; Tommy and Keisha shit","PROPN","NNP","conj"
"Cardi B","Be Careful","Tommy","But we more like Belly; Tommy and Keisha shit","PROPN","NNP","compound"
"Lil Pump Featuring Lil Wayne","Be Like Me","Billie","But the kid is not my son, shout out Billie Jean","PROPN","NNP","compound"
"Lil Pump Featuring Lil Wayne","Be Like Me","Carter","Mr. Dwayne Carter, only got one ID, yerr","PROPN","NNP","flat"
"Lil Pump Featuring Lil Wayne","Be Like Me","Dwayne","Mr. Dwayne Carter, only got one ID, yerr","PROPN","NNP","flat"
"Lil Pump Featuring Lil Wayne","Be Like Me","Jean","But the kid is not my son, shout out Billie Jean","PROPN","NNP","obj"
"Lil Pump Featuring Lil Wayne","Be Like Me","Kim","Everybody wanna go and smash Kim K","PROPN","NNP","compound"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Baby","Baby girl I'm leaning right now on a four","ADJ","JJ","amod"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Bentley","I gotta keep a pistol in my Bentley coupe, yeah","PROPN","NNP","compound"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Louis","I mix the Louis and Supreme that's limited edition","PROPN","NNP","obj"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Mike","Those is Mike Amiri jeans though","PROPN","NNP","compound"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Mike","Those is Mike Amiri jeans though","PROPN","NNP","compound"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Mike","Those is Mike Amiri jeans though","PROPN","NNP","compound"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Mike","Those is Mike Amiri jeans though","PROPN","NNP","compound"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Rico","Yeah, bad little bitch, yeah she came from Puerto Rico","PROPN","NNP","obl"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Rico","Yeah, bad little bitch, yeah she came from Puerto Rico","PROPN","NNP","obl"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Rico","Yeah, bad little bitch, yeah she came from Puerto Rico","PROPN","NNP","obl"
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode","Rico","Yeah, bad little bitch, yeah she came from Puerto Rico","PROPN","NNP","obl"
"Bazzi Featuring Camila Cabello","Beautiful","Baby","Baby come a little closer let me taste it","ADV","RB","advmod"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, con ra-ta-ta-ta-ta","PROPN","NNP","root"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, yo soy tu criminal","PROPN","NNP","vocative"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby go ra-ta-ta-ta-ta","PROPN","NNP","nsubj"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, tu novio lo va a olvidar","PROPN","NNP","vocative"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, con ra-ta-ta-ta-ta","PROPN","NNP","root"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, conmigo te va' a mudar","ADV","RB","advmod"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, con ra-bang-bang-bang-bang","ADV","RB","advmod"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, do' un tiro', lo voa' matar","ADV","RB","advmod"
"6ix9ine Featuring Anuel AA","BEBE","Baby","Baby, olvídate de él","PROPN","NNP","root"
"6ix9ine Featuring Anuel AA","BEBE","Ella","Ella se pone pornográfica en la intimidad","PROPN","NNP","nsubj"
"6ix9ine Featuring Anuel AA","BEBE","Ella","Ella se pone pornográfica, no es tímida","PROPN","NNP","nsubj"
"Jacquees","B.E.D.","Baby","Baby girl she the action, don't know why you acting","ADJ","JJ","amod"
"Jacquees","B.E.D.","Billie","Know she think I'm Michael Jackson, Billie Jean moon walk","PROPN","NNP","compound"
"Jacquees","B.E.D.","Jackson","Know she think I'm Michael Jackson, Billie Jean moon walk","PROPN","NNP","flat"
"Jacquees","B.E.D.","Jean","Know she think I'm Michael Jackson, Billie Jean moon walk","PROPN","NNP","compound"
"Jacquees","B.E.D.","Michael","Know she think I'm Michael Jackson, Billie Jean moon walk","PROPN","NNP","ccomp"
"Nicki Minaj Featuring Ariana Grande","Bed","Carter","I got Carter III on repeat","PROPN","NNP","obj"
"Liam Payne","Bedroom Floor","Baby","Baby","PROPN","NNP","root"
"Liam Payne","Bedroom Floor","Baby","Baby","PROPN","NNP","root"
"Eminem","Believe","America","Point it towards corporate America","PROPN","NNP","obl"
