"dif","person","letter","pos"
-1.6993035995941,TRUE,"A","first"
2.11480450207081,TRUE,"B","first"
0.7324280440564,TRUE,"C","first"
-0.995246762535007,TRUE,"D","first"
-0.639814245604918,TRUE,"E","first"
-0.00564745505139208,TRUE,"F","first"
0.0851582649053753,TRUE,"G","first"
0.403402401931832,TRUE,"H","first"
-0.266948280472707,TRUE,"I","first"
-0.0635952547091518,TRUE,"J","first"
-2.52769373561071,TRUE,"K","first"
-1.67240564174063,TRUE,"L","first"
0.712338283004019,TRUE,"M","first"
-0.296167721825561,TRUE,"N","first"
-0.331525701277753,TRUE,"O","first"
1.06611897513647,TRUE,"P","first"
0.208509397767001,TRUE,"Q","first"
1.86263335694996,TRUE,"R","first"
1.22498434114736,TRUE,"S","first"
0.239380663917494,TRUE,"T","first"
-0.141275664111696,TRUE,"U","first"
0.321726362275536,TRUE,"V","first"
0.463002026387231,TRUE,"W","first"
-0.0581040533548338,TRUE,"X","first"
-0.446238236886855,TRUE,"Y","first"
-0.371035564680771,TRUE,"Z","first"
-0.491574130995064,FALSE,"A","first"
2.43686569369722,FALSE,"B","first"
1.29603512940261,FALSE,"C","first"
-0.834216166721802,FALSE,"D","first"
-0.237237756071907,FALSE,"E","first"
0.155383140761813,FALSE,"F","first"
0.24618886071858,FALSE,"G","first"
0.967009487278048,FALSE,"H","first"
-0.186432982566105,FALSE,"I","first"
0.0974353411040516,FALSE,"J","first"
-2.2861478418909,FALSE,"K","first"
-1.26982915220762,FALSE,"L","first"
1.35646066625684,FALSE,"M","first"
-0.296167721825561,FALSE,"N","first"
-0.170495105464549,FALSE,"O","first"
1.22714957094967,FALSE,"P","first"
0.208509397767001,FALSE,"Q","first"
2.10417925066977,FALSE,"R","first"
1.46653023486716,FALSE,"S","first"
0.319895961824097,FALSE,"T","first"
-0.141275664111696,FALSE,"U","first"
0.321726362275536,FALSE,"V","first"
0.543517324293834,FALSE,"W","first"
-0.0581040533548338,FALSE,"X","first"
-0.446238236886855,FALSE,"Y","first"
-0.371035564680771,FALSE,"Z","first"
-8.20597447164529,TRUE,"A","last"
0.237533999810994,TRUE,"B","last"
0.0434669080449834,TRUE,"C","last"
-0.136917401229794,TRUE,"D","last"
2.05902362709737,TRUE,"E","last"
0.075983111281107,TRUE,"F","last"
0.207413963066789,TRUE,"G","last"
-0.164641271482081,TRUE,"H","last"
-1.07473665682372,TRUE,"I","last"
NA,TRUE,"J","last"
0.857379722519442,TRUE,"K","last"
-0.217356934304282,TRUE,"L","last"
0.329260148884797,TRUE,"M","last"
-2.86861438425463,TRUE,"N","last"
0.0862395996296916,TRUE,"O","last"
0.0783792777730253,TRUE,"P","last"
NA,TRUE,"Q","last"
0.520236857698614,TRUE,"R","last"
0.803633932046509,TRUE,"S","last"
0.498335448080895,TRUE,"T","last"
0.212206296050625,TRUE,"U","last"
0.075983111281107,TRUE,"W","last"
-0.00718849947575462,TRUE,"X","last"
6.62526598567764,TRUE,"Y","last"
0.0205353707765326,TRUE,"Z","last"
-6.80482618561957,FALSE,"A","last"
0.236233268019288,FALSE,"B","last"
0.0421661762532773,FALSE,"C","last"
0.417844707932821,FALSE,"D","last"
2.47369692229325,FALSE,"E","last"
0.0752026722060834,FALSE,"F","last"
0.205853084916741,FALSE,"G","last"
-0.0929709497590792,FALSE,"H","last"
-0.761000148664232,FALSE,"I","last"
NA,FALSE,"J","last"
0.931651507825855,FALSE,"K","last"
0.0901360612550208,FALSE,"L","last"
0.325878246226362,FALSE,"M","last"
-1.78796641170528,FALSE,"N","last"
0.477109503037349,FALSE,"O","last"
0.0778589850563428,FALSE,"P","last"
NA,FALSE,"Q","last"
0.910066175672906,FALSE,"R","last"
1.11060663488913,FALSE,"S","last"
0.650260921352157,FALSE,"T","last"
0.21116571061726,FALSE,"U","last"
0.0752026722060834,FALSE,"W","last"
0.072546359355824,FALSE,"X","last"
7.05710894052404,FALSE,"Y","last"
0.019754931701509,FALSE,"Z","last"
