"artist","count","person"
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic, Ty Dolla $ign & X Ambassadors",1,TRUE
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic, Ty Dolla $ign Featuring X Ambassadors",1,TRUE
"Lil Yachty Featuring Juice WRLD",1,TRUE
"Lil Yachty Featuring Migos",1,TRUE
"Lil Yachty Featuring NBA YoungBoy",1,TRUE
"Lil Yachty Featuring Playboi Carti",1,TRUE
"Lil' Flip Featuring Lea",1,TRUE
"Lil' Kim",1,TRUE
"Lil' Kim Featuring Mr. Cheeks",1,TRUE
"Lil' Kim Featuring Puff Daddy",1,TRUE
"Lil' Mo",1,TRUE
"Lil' Wayne",1,TRUE
"Lil' Wayne Featuring Juvenile & B.G.",1,TRUE
"Limp Bizkit Featuring Method Man",1,TRUE
"Lindsey Buckingham",1,TRUE
"Lionel Richie",4,TRUE
"Lita Ford",1,TRUE
"Little Big Town",2,TRUE
"Little Milton",2,TRUE
"Little Richard",2,TRUE
"Little River Band",2,TRUE
"Living Colour",1,TRUE
"Liz Phair",1,TRUE
"LL Cool J",2,TRUE
"Lloyd",2,TRUE
"Lloyd Banks",1,TRUE
"Lloyd Banks Featuring Juelz Santana",1,TRUE
"Lloyd Featuring Andre 3000 & Lil Wayne",1,TRUE
"Lloyd Featuring Ashanti",1,TRUE
"Lloyd Price",2,TRUE
"LMFAO",2,TRUE
"LMFAO Featuring Lil Jon",1,TRUE
"Lobo",3,TRUE
"LoCash",1,TRUE
"Logic",7,TRUE
"Logic Featuring Big Sean",1,TRUE
"Logic Featuring Damian Lemar Hudson",1,TRUE
"Logic Featuring Ryan Tedder",1,TRUE
"Logic Featuring Wiz Khalifa",1,TRUE
"Logic Featuring Young Sinatra",1,TRUE
"Lonestar",10,TRUE
"Looking Glass",1,TRUE
"Loon Featuring Kelis",1,TRUE
"Lorde",2,TRUE
"Lost Boyz",3,TRUE
"Lou Bega",2,TRUE
"Lou Christie",2,TRUE
"Lou Rawls",1,TRUE
"Lou Reed",1,TRUE
"Louis Armstrong",1,TRUE
"Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals",1,TRUE
"LoveRance Featuring IamSu & Skipper or 50 Cent",1,TRUE
"Loverboy",2,TRUE
"LSG",1,TRUE
"Lucy Hale",1,TRUE
"Ludacris",3,TRUE
"Ludacris Featuring Mary J. Blige",1,TRUE
"Ludacris Featuring Nate Dogg",1,TRUE
"Luis Fonsi & Demi Lovato",1,TRUE
"Luke Bryan",11,TRUE
"Luke Combs",1,TRUE
"Luniz",1,TRUE
"Lupe Fiasco",1,TRUE
"Lupe Fiasco & Guy Sebastian",1,TRUE
"Lupe Fiasco Featuring Ed Sheeran",1,TRUE
"Lupe Fiasco Featuring Matthew Santos",1,TRUE
"Lupe Fiasco Featuring Skylar Grey",1,TRUE
"Lustra",1,TRUE
"Luther Vandross",2,TRUE
"Lyfe Jennings",1,TRUE
"Lynyrd Skynyrd",2,TRUE
"M.C. Hammer",3,TRUE
"M2M",1,TRUE
"Mabel",1,TRUE
"Mac Davis",1,TRUE
"Mac Miller",6,TRUE
"Machine Gun Kelly",1,TRUE
"Mack 10",1,TRUE
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",1,TRUE
"Macklemore & Ryan Lewis Featuring Mary Lambert",1,TRUE
"Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis",1,TRUE
"MadeinTYO",1,TRUE
"Madonna",9,TRUE
"Madonna Featuring Justin Timberlake",1,TRUE
"Maejor Ali Featuring Juicy J & Justin Bieber",1,TRUE
"Maino Featuring T-Pain",1,TRUE
"Major Lazer Featuring Bruno Mars, Tyga & Mystic",1,TRUE
"Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj",1,TRUE
"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",1,TRUE
"Mandy Moore",1,TRUE
"Manfred Mann",2,TRUE
"Manfred Mann's Earth Band",1,TRUE
"Mann",1,TRUE
"Mannie Fresh",1,TRUE
"Marc Cohn",2,TRUE
"Maren Morris",3,TRUE
"Maren Morris Featuring Vince Gill",1,TRUE
"Mariah Carey",15,TRUE
"Mariah Carey Featuring Jay-Z",1,TRUE
"Mariah Carey Featuring Snoop Dogg",2,TRUE
"Mariah Carey Featuring T-Pain",1,TRUE
"Marian Hill",1,TRUE
"Marillion",1,TRUE
"Mario",6,TRUE
"Mario Winans Featuring Enya & P. Diddy",1,TRUE
"Mario Winans Featuring P. Diddy & Enya",1,TRUE
"Mark Lindsay",2,TRUE
"Mark McGuinn",1,TRUE
"Mark Morrison",1,TRUE
"Mark Ronson Featuring Bruno Mars",1,TRUE
"Mark Wills",1,TRUE
"Marky Mark & The Funky Bunch",1,TRUE
"Marky Mark & The Funky Bunch Featuring Loleatta Holloway",1,TRUE
"Maroon 5",2,TRUE
"Maroon 5 Featuring Christina Aguilera",1,TRUE
"Maroon 5 Featuring Future",1,TRUE
"Maroon 5 Featuring Rihanna",1,TRUE
"Maroon 5 Featuring Wiz Khalifa",1,TRUE
"Marques Houston",2,TRUE
"Marsha Ambrosius",1,TRUE
"Martika",1,TRUE
"Martin Garrix Featuring Khalid",1,TRUE
"Martina McBride",3,TRUE
"Marty Robbins",5,TRUE
"Marvin Gaye",13,TRUE
"Marvin Gaye & Mary Wells",1,TRUE
"Marvin Gaye & Tammi Terrell",2,TRUE
"Mary Chapin Carpenter",1,TRUE
"Mary J. Blige",7,TRUE
"Mary J. Blige Featuring Brook-lyn",1,TRUE
"Mary J. Blige Featuring Ja Rule",1,TRUE
"Mary J. Blige Featuring Method Man",1,TRUE
"Mary Mary",1,TRUE
"Mary Wells",1,TRUE
"Mase",1,TRUE
"Mase Featuring P. Diddy",1,TRUE
"Mase Featuring Puff Daddy",1,TRUE
"Masta Ace Incorporated",2,TRUE
"Master P",1,TRUE
"matchbox twenty",1,TRUE
"Matt McAndrew",1,TRUE
"Matthew Schuler",1,TRUE
"Maxwell",2,TRUE
"MC Lyte",2,TRUE
"MC5",1,TRUE
"McAuley Schenker Group",1,TRUE
"Meat Loaf",3,TRUE
"Meek Mill",5,TRUE
"Meek Mill Featuring 21 Savage",1,TRUE
"Meek Mill Featuring Chris Brown & Nicki Minaj",1,TRUE
"Meek Mill Featuring Chris Brown & Ty Dolla $ign",1,TRUE
"Meek Mill Featuring Drake",2,TRUE
"Meek Mill Featuring Fabolous & Anuel AA",1,TRUE
"Meek Mill Featuring Future, Roddy Ricch & Young Thug",1,TRUE
"Meek Mill Featuring Kodak Black",1,TRUE
"Meek Mill Featuring Lil Uzi Vert & Nicki Minaj",1,TRUE
"Meek Mill Featuring Quavo",1,TRUE
"Meek Mill Featuring Rick Ross & JAY-Z",1,TRUE
"Meek Mill Featuring Swizz Beatz",1,TRUE
"Meek Mill Featuring T.I., Birdman Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",1,TRUE
"Meek Mill Featuring Tory Lanez",1,TRUE
"Meek Mill Featuring Young Thug",1,TRUE
"Meek Mill Featuring Young Thug & 21 Savage",1,TRUE
"Meghan Linsey",1,TRUE
"Meghan Trainor",3,TRUE
"Melanie",1,TRUE
"Melissa Etheridge",1,TRUE
"Melissa Manchester",2,TRUE
"Men At Work",1,TRUE
"Men Without Hats",2,TRUE
"Merle Haggard",2,TRUE
"Method Man",2,TRUE
"Metro Boomin Featuring 21 Savage",2,TRUE
"Metro Boomin Featuring Gunna",1,TRUE
"Metro Boomin Featuring Offset & Drake",1,TRUE
"Metro Boomin Featuring Swae Lee & Travis Scott",1,TRUE
"Metro Boomin Featuring Travis Scott & Young Thug",1,TRUE
"MGK Featuring Waka Flocka Flame",1,TRUE
"Michael Bolton",4,TRUE
"Michael Buble",6,TRUE
"Michael Jackson",8,TRUE
"Michael Jackson & Justin Timberlake",1,TRUE
"Michael McDonald",2,TRUE
"Michael Nesmith & The First National Band",1,TRUE
"Michael Penn",1,TRUE
"Michael Ray",1,TRUE
"Michael W. Smith",1,TRUE
"Mick Jagger",2,TRUE
"Midnight Star",2,TRUE
"Migos",12,TRUE
"Migos & Marshmello",1,TRUE
"Migos Featuring 21 Savage",1,TRUE
"Migos Featuring Drake",1,TRUE
"Migos Featuring Gucci Mane",2,TRUE
"Migos Featuring Post Malone",1,TRUE
"Migos Featuring Travis Scott",1,TRUE
"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",1,TRUE
"Miguel",2,TRUE
"Miguel Featuring J. Cole",1,TRUE
"Miguel Featuring Travis Scott",1,TRUE
"MIKA",1,TRUE
"Mike Jones",3,TRUE
"Mike Posner",1,TRUE
"Mike Will Made It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",1,TRUE
"Miley Cyrus",4,TRUE
"Milli Vanilli",1,TRUE
"Millie Jackson",1,TRUE
"Mims",1,TRUE
"Mindless Behavior Featuring Diggy",1,TRUE
"Mint Condition",1,TRUE
"Miranda Lambert",8,TRUE
"Missy Elliott",3,TRUE
"Missy Elliott Featuring Ciara & Fat Man Scoop",1,TRUE
"Missy Elliott Featuring Lamb",1,TRUE
"Missy Elliott Featuring Pharrell Williams",1,TRUE
"Mitchell Tenpenny",1,TRUE
"MKTO",1,TRUE
"Mobb Deep",1,TRUE
"MoKenStef",1,TRUE
"Monica",4,TRUE
"Monica Featuring Dem Franchize Boyz",1,TRUE
"Monifah",4,TRUE
"Montell Jordan",3,TRUE
"Montell Jordan Feat. Master P",1,TRUE
"Montell Jordan Feat. Master P & Silkk The Shocker",1,TRUE
"Montgomery Gentry",4,TRUE
"Morgan Evans",1,TRUE
"Morris Day",1,TRUE
"Mos Def",1,TRUE
"Mos Def & Pharoahe Monch Featuring Nate Dogg",1,TRUE
"Mother's Finest",1,TRUE
"Motley Crue",3,TRUE
"Mott The Hoople",2,TRUE
"Mr. Big",2,TRUE
"Mr. Mister",1,TRUE
"Murphy Lee Featuring Jermaine Dupri",1,TRUE
"Musiq Soulchild",2,TRUE
"Musiq Soulchild Featuring Ayana",1,TRUE
"Mustard & Migos",1,TRUE
"My Darkest Days Featuring Zakk Wylde",1,TRUE
"Mya",1,TRUE
"Mya & Sisqo",1,TRUE
"Mystikal",1,TRUE
"Mystikal Featuring Nivea",1,TRUE
"N Sync",3,TRUE
"N.O.R.E.",1,TRUE
"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",1,TRUE
"Naked Eyes",1,TRUE
"Nancy Sinatra",3,TRUE
"Nancy Sinatra & Lee Hazlewood",1,TRUE
"Nas",4,TRUE
"NAS",2,TRUE
"NAS Featuring Ginuwine",1,TRUE
"NAS Featuring Puff Daddy",1,TRUE
"Nat King Cole",1,TRUE
"Natalie",2,TRUE
"Natalie Cole",2,TRUE
"Natasha Bedingfield",1,TRUE
"Natasha Bedingfield Featuring Sean Kingston",1,TRUE
"Natti Natasha x Ozuna",1,TRUE
"Naughty By Nature",2,TRUE
"Naughty By Nature Featuring 3LW",1,TRUE
"NAV Featuring Lil Uzi Vert",1,TRUE
"NAV Featuring The Weeknd",1,TRUE
"NB Ridaz Featuring Angelina",1,TRUE
"Ne-Yo",7,TRUE
"Ne-Yo Featuring Juicy J",1,TRUE
"Neil Diamond",10,TRUE
"Neil Sedaka",5,TRUE
"Neil Young & Graham Nash",1,TRUE
"Nelly",5,TRUE
"Nelly Featuring City Spud",1,TRUE
"Nelly Featuring Jeremih",1,TRUE
"Nelly Featuring Jung Tru & King Jacob",1,TRUE
"Nelly Featuring Kelly Rowland",1,TRUE
"Nelly Featuring Kyjuan, Ali & Murphy Lee",1,TRUE
"Nelly Featuring Paul Wall, Ali & Gipp",1,TRUE
"Nelly Featuring T-Pain & Akon",1,TRUE
"Nelly Furtado Featuring Timbaland",1,TRUE
"Nelly, P. Diddy & Murphy Lee",1,TRUE
"Neneh Cherry",2,TRUE
"New Birth",1,TRUE
"New Boyz",1,TRUE
"New Boyz Feat. Chris Brown",1,TRUE
"New Edition",4,TRUE
"New Hollow",1,TRUE
"New Kids On The Block",1,TRUE
"New Radicals",1,TRUE
"Next",1,TRUE
"NF",1,TRUE
"Nick Jonas",2,TRUE
"Nickelback",3,TRUE
"Nicki Minaj",12,TRUE
"Nicki Minaj & Lil Wayne",1,TRUE
"Nicki Minaj Featruing Skylar Grey",1,TRUE
"Nicki Minaj Featuring 2 Chainz",1,TRUE
"Nicki Minaj Featuring Ariana Grande",2,TRUE
"Nicki Minaj Featuring Beyonce",1,TRUE
"Nicki Minaj Featuring Chris Brown",1,TRUE
"Nicki Minaj Featuring Drake",1,TRUE
"Nicki Minaj Featuring Drake & Lil Wayne",1,TRUE
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",1,TRUE
"Nicki Minaj Featuring Eminem",1,TRUE
"Nicki Minaj Featuring Eminem & Labrinth",1,TRUE
"Nicki Minaj Featuring Lil Wayne",3,TRUE
"Nicki Minaj Featuring Rihanna",1,TRUE
"Nicki Minaj Featuring Skylar Grey",1,TRUE
"Nicki Minaj X Mike WiLL Made-It",1,TRUE
"Nicki Minaj, Drake & Lil Wayne",1,TRUE
"Nicky Jam",2,TRUE
"Nicky Jam x J Balvin",1,TRUE
"Nicole Scherzinger Featuring 50 Cent",1,TRUE
"Night Ranger",1,TRUE
"Nipsey Hussle Featuring Belly & DOM KENNEDY",1,TRUE
"Nipsey Hussle Featuring YG",1,TRUE
"Nitty",1,TRUE
"Nitty Gritty Dirt Band",1,TRUE
"Noah Cyrus Featuring Labrinth",1,TRUE
"Noreaga",1,TRUE
"Norman Greenbaum",1,TRUE
"Nu Flavor",1,TRUE
"O-Town",2,TRUE
"Oasis",1,TRUE
"Obie Trice",1,TRUE
"Offset",1,TRUE
"Offset & Metro Boomin",1,TRUE
"Offset Featuring Cardi B",1,TRUE
"Offset Featuring Travis Scott & 21 Savage",1,TRUE
"OG Maco",1,TRUE
"Ohio Players",3,TRUE
"OK Go",2,TRUE
"Ol  Dirty Bastard Featuring Kelis",1,TRUE
"Ol' Dirty Bastard",1,TRUE
"Ol' Dirty Bastard Featuring Kelis",1,TRUE
"Old Dominion",4,TRUE
"Olivia",1,TRUE
"Olivia Newton-John",5,TRUE
"Omarion",2,TRUE
"OMI",1,TRUE
"One Direction",12,TRUE
"Onyx",2,TRUE
"Orchestral Manoeuvres In The Dark",1,TRUE
"Orleans",1,TRUE
"Otis Redding",4,TRUE
"OutKast",7,TRUE
"OutKast Featuring Scar & Sleepy Brown",1,TRUE
"Owl City & Carly Rae Jepsen",1,TRUE
"Ozark Mountain Daredevils",1,TRUE
"P. Diddy Featuring The Neptunes",1,TRUE
"P.M. Dawn",4,TRUE
"P.O.D.",1,TRUE
"Pablo Cruise",1,TRUE
"Panic! At The Disco",2,TRUE
"Paper Lace",2,TRUE
"Paperboy",1,TRUE
"Paramore",2,TRUE
"Parliament",1,TRUE
"Pat Boone",1,TRUE
"Pat Green",2,TRUE
"Patrice Rushen",2,TRUE
"Patsy Cline",1,TRUE
"Patti LaBelle",1,TRUE
"Patty Loveless",1,TRUE
"Patty Smyth",3,TRUE
"Paul Anka",5,TRUE
"Paul Carrack",1,TRUE
"Paul McCartney & Wings",2,TRUE
"Paul Simon",6,TRUE
"Paul Wall",1,TRUE
"Paul Wall Featuring Big Pokey",1,TRUE
"Paul Wall Featuring Jermaine Dupri",1,TRUE
"Paul Wall Featuring Lil' KeKe",1,TRUE
"Paula Abdul",2,TRUE
"Paula Cole",1,TRUE
"Paula DeAnda Featuring Baby Bash",1,TRUE
"Paula DeAnda Featuring Bow Wow",1,TRUE
"Paulina Rubio",1,TRUE
"Peabo Bryson",1,TRUE
"Peach Union",1,TRUE
"Peaches & Herb",1,TRUE
"Pearl Jam",1,TRUE
"Pebbles",2,TRUE
"Peggy Lee",1,TRUE
"Pentatonix",2,TRUE
"Percy Sledge",5,TRUE
"Perry Como",1,TRUE
"Pet Shop Boys",1,TRUE
"Pete Rock",1,TRUE
"Peter And Gordon",1,TRUE
"Peter Cetera",1,TRUE
"Peter Frampton",2,TRUE
"Peter Gabriel",1,TRUE
"Peter Sarstedt",1,TRUE
"Peter Schilling",1,TRUE
"Peter Tosh",1,TRUE
"Petey Pablo",1,TRUE
"Petula Clark",3,TRUE
"Pharoahe Monch",1,TRUE
"Pharrell Featuring Gwen Stefani",1,TRUE
"Pharrell Featuring Kanye West",1,TRUE
"Pharrell Williams",1,TRUE
"Phil Collins",2,TRUE
"Phil Vassar",4,TRUE
"Phillip Phillips",1,TRUE
"Philly's Most Wanted",1,TRUE
"Pia Mia Featuring Chris Brown & Tyga",1,TRUE
"Pink",3,TRUE
"Pink Floyd",1,TRUE
"Pistol Annies",1,TRUE
"Pitbull",5,TRUE
"Pitbull & Ne-Yo",1,TRUE
"Pitbull Featuring Akon",1,TRUE
"Pitbull Featuring Chris Brown",1,TRUE
"Pitbull Featuring Christina Aguilera",1,TRUE
"Pitbull Featuring Lil Jon",2,TRUE
"Pitbull Featuring Marc Anthony",1,TRUE
"Pitbull Featuring Ne-Yo, Afrojack & Nayer",1,TRUE
"Pitbull Featuring Shakira",1,TRUE
"Pitbull Featuring TJR",1,TRUE
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks",1,TRUE
"Plain White T's",1,TRUE
"Playa",1,TRUE
"Playboi Carti",1,TRUE
"Player",1,TRUE
"Pleasure P",1,TRUE
"Pleasure P.",1,TRUE
"Plies Featuring Jamie Foxx & The-Dream",1,TRUE
"Plies Featuring Kodak Black",1,TRUE
"Poison",2,TRUE
"Post Malone",9,TRUE
"Post Malone Featuring Nicki Minaj",1,TRUE
"Post Malone Featuring Quavo",1,TRUE
"Post Malone Featuring Ty Dolla $ign",1,TRUE
"Pretenders",3,TRUE
"Pretty Ricky",3,TRUE
"Prince",9,TRUE
"Prince And The Revolution",3,TRUE
"Prince Royce",1,TRUE
"Prince Royce Featuring Jennifer Lopez & Pitbull",1,TRUE
"Psychedelic Furs",1,TRUE
"Public Announcement Featuring LeLe",1,TRUE
"Public Enemy",1,TRUE
"Puff Daddy",1,TRUE
"Puff Daddy Featuring Mario Winans",1,TRUE
"Pure Prairie League",1,TRUE
"Pusha T",3,TRUE
"Pusha T Featuring Kanye West",1,TRUE
"Q-Tip",2,TRUE
"Quad City DJ's",1,TRUE
"Quavo",3,TRUE
"Quavo & Lil Yachty",1,TRUE
"Quavo Featuring 21 Savage",1,TRUE
"Quavo Featuring Lil Baby",1,TRUE
"Quavo Featuring Travis Scott",1,TRUE
"Queen",2,TRUE
"Queen Naija",1,TRUE
"Queen Pen Featuring Teddy Riley",1,TRUE
"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell",1,TRUE
"Queens Of The Stone Age",1,TRUE
"Quicksilver Messenger Service",1,TRUE
"R. City Featuring Adam Levine",1,TRUE
"R. Kelly",11,TRUE
"R. Kelly Featuring 2 Chainz",1,TRUE
"R. Kelly Featuring Jay-Z",1,TRUE
"R. Kelly Featuring Keri Hilson",1,TRUE
"R.E.M.",4,TRUE
"Rae Sremmurd",5,TRUE
"Rae Sremmurd & Juicy J",1,TRUE
"Rae Sremmurd & Travis Scott",1,TRUE
"Rae Sremmurd Featuring Gucci Mane",1,TRUE
"Rae Sremmurd Featuring Nicki Minaj & Young Thug",1,TRUE
"Raheem DeVaughn",1,TRUE
"Rainbow",1,TRUE
"Ralph Tresvant",1,TRUE
"Ram Jam",1,TRUE
"Rampage Featuring Billy Lawrence",1,TRUE
"Randy Houser",1,TRUE
"Randy Newman & Paul Simon",1,TRUE
"Randy Travis",1,TRUE
"Rare Earth",2,TRUE
"Rascal Flatts",10,TRUE
"Ratt",1,TRUE
"Ray Charles",6,TRUE
"Ray Charles & Betty Carter",1,TRUE
"Ray LaMontagne",1,TRUE
"Ray Parker Jr.",1,TRUE
"Ray Price",1,TRUE
"Ray Stevens",8,TRUE
"Ready For The World",1,TRUE
"Rebecca Black",1,TRUE
"Red Hot Chili Peppers",4,TRUE
"Red Sovine",1,TRUE
"Redbone",1,TRUE
"Redman Featuring DJ Kool",1,TRUE
"Rednex",1,TRUE
"Regina Belle",2,TRUE
"Remy Ma",1,TRUE
"REO Speedwagon",4,TRUE
"Republica",1,TRUE
"RiceGum Featuring Alissa Violet",1,TRUE
"Rich Boy Featuring Polow Da Don",1,TRUE
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",1,TRUE
"Rich Gang Featuring Young Thug & Rich Homie Quan",1,TRUE
"Rich Homie Quan",2,TRUE
"Rich Homie Quan Featuring Problem",1,TRUE
"Richard Marx",2,TRUE
"Rick James",2,TRUE
"Rick Nelson",1,TRUE
"Rick Ross",2,TRUE
"Rick Ross Featuring Chris Brown",1,TRUE
"Rick Ross Featuring Drake & Chrisette Michele",1,TRUE
"Rick Ross Featuring Drake & French Montana",1,TRUE
"Rick Ross Featuring JAY Z",1,TRUE
"Rick Ross Featuring John Legend",1,TRUE
"Rick Ross Featuring Kanye West & Big Sean",1,TRUE
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",1,TRUE
"Rick Ross Featuring Lil Wayne Or T.I.",1,TRUE
"Rick Ross Featuring Ne-Yo",1,TRUE
"Rick Ross Featuring Nicki Minaj",1,TRUE
"Rick Ross Featuring Styles P",1,TRUE
"Rick Ross Featuring Young Thug & Wale",1,TRUE
"Rick Springfield",8,TRUE
"Rickie Lee Jones",2,TRUE
"Ricky Martin",4,TRUE
"Ricky Nelson",2,TRUE
"Rihanna",14,TRUE
"Rihanna & Sean Paul",1,TRUE
"Rihanna Featuring David Guetta",1,TRUE
"Rihanna Featuring Drake",1,TRUE
"Rihanna Featuring Future",1,TRUE
"Rihanna Featuring Jay-Z",1,TRUE
"Rihanna Featuring Jeezy",1,TRUE
"Rihanna Featuring Slash",1,TRUE
"Rita Ora",1,TRUE
"Ritchie Valens",2,TRUE
"Robbie Dupree",1,TRUE
"Robbie Nevil",1,TRUE
"Robert Tepper",1,TRUE
"Robin Gibb",1,TRUE
"Robin Thicke",2,TRUE
"Robin Thicke Featuring Kendrick Lamar",1,TRUE
"Robin Thicke Featuring T.I. & Pharrell",1,TRUE
"Robyn",2,TRUE
"Rocko Featuring Future & Rick Ross",1,TRUE
"Rod Stewart",12,TRUE
"Rodney Atkins",2,TRUE
"Rodney Dangerfield",1,TRUE
"Roger Daltrey",2,TRUE
"Roger Miller",1,TRUE
"Romeo Santos",2,TRUE
"Romeo Santos Featuring Drake",1,TRUE
"Romeo Santos Featuring Nicky Jam & Daddy Yankee",1,TRUE
"Rosanne Cash",1,TRUE
"Roscoe Dash",1,TRUE
"Roscoe Dash Featuring Soulja Boy Tell'em",1,TRUE
"Rose Royce",2,TRUE
"Rossington Collins Band",1,TRUE
"Roxette",2,TRUE
"Roy Orbison",5,TRUE
"Ruben Studdard",1,TRUE
"Rudimental Featuring Ed Sheeran",1,TRUE
"Ruff Endz",1,TRUE
"Rufus Thomas",2,TRUE
"Run-D.M.C.",2,TRUE
"RuPaul",1,TRUE
"Rush",1,TRUE
"Russ",1,TRUE
"Ruth B",1,TRUE
"Ryan Leslie",1,TRUE
"SaFire",1,TRUE
"Saga",1,TRUE
"Sage The Gemini",1,TRUE
"Sage The Gemini Featuring IamSu",1,TRUE
"Salt-N-Pepa",1,TRUE
"Salt-N-Pepa Featuring En Vogue",1,TRUE
"Sam Cooke",5,TRUE
"Sam Hunt",2,TRUE
"Sam Smith",2,TRUE
"Samantha Cole",1,TRUE
"Samantha Fox",1,TRUE
"Samantha Mumba",1,TRUE
"Sammie",1,TRUE
"Sammy Hagar",1,TRUE
"Sandy Posey",1,TRUE
"Santana",4,TRUE
"Santana Featuring Rob Thomas",1,TRUE
"Santana Featuring The Product G",1,TRUE
"Sara Evans",3,TRUE
"Sarah Connor",1,TRUE
"Sarah McLachlan",2,TRUE
"Sarah Vaughan",1,TRUE
"Sarina Paris",1,TRUE
"Sawyer Fredericks",2,TRUE
"Scarface Featuring Jay-Z & Beanie Sigel",1,TRUE
"ScHoolboy Q Featuring Kanye West",1,TRUE
"Scotty McCreery",1,TRUE
"Seal",2,TRUE
"Sean Kingston",2,TRUE
"Sean Kingston Featuring Nicki Minaj",1,TRUE
"Sean Paul",4,TRUE
"Sean Paul Featuring Sasha",1,TRUE
"Selena Gomez",2,TRUE
"Selena Gomez & The Scene",1,TRUE
"Selena Gomez Featuring A$AP Rocky",1,TRUE
"Selena Gomez Featuring Gucci Mane",1,TRUE
"Seven Mary Three",1,TRUE
"Sevyn Streeter Featuring Chris Brown",1,TRUE
"Shaggy",1,TRUE
"Shaggy Featuring Janet",1,TRUE
"Shai",2,TRUE
"Shakespear s Sister",1,TRUE
"Shakira",2,TRUE
"Shakira Featuring Lil Wayne",1,TRUE
"Shakira Featuring Maluma",1,TRUE
"Shakira Featuring Wyclef Jean",1,TRUE
"Shalamar",1,TRUE
"Shania Twain",2,TRUE
"Shanice",1,TRUE
"Shanice Wilson",1,TRUE
"Shannon",1,TRUE
"Shareefa Featuring Ludacris",1,TRUE
"Shawn Colvin",1,TRUE
"Shawn Mendes",1,TRUE
"Shawn Mendes X Zedd",1,TRUE
"Shawn Mullins",1,TRUE
"Shawty Lo",1,TRUE
"Sheck Wes",1,TRUE
"SheDaisy",1,TRUE
"Sheena Easton",3,TRUE
"Shelley Fabares",1,TRUE
"Sheriff",1,TRUE
"Sheryl Crow",5,TRUE
"Shinedown",1,TRUE
"Shiny Toy Guns",1,TRUE
"Shirley Brown",2,TRUE
"Shirley Caesar",1,TRUE
"Shop Boyz",1,TRUE
"Shorty Long",1,TRUE
"Shwayze",1,TRUE
"Shwayze Featuring Cisco Adler",1,TRUE
"Sia Featuring Sean Paul",1,TRUE
"Silk",2,TRUE
"Silver",1,TRUE
"Sir Mix-A-Lot",2,TRUE
"Sisqo",1,TRUE
"Sisqo Featuring Make It Hot",1,TRUE
"Sister Sledge",3,TRUE
"Skee-Lo",1,TRUE
"Ski Mask The Slump God",1,TRUE
"Ski Mask The Slump God Featuring Juice WRLD",1,TRUE
"Skid Row",1,TRUE
"Skyy",1,TRUE
"Slade",3,TRUE
"Slaughterhouse Featuring Eminem",1,TRUE
"Slick Rick",1,TRUE
"Smith",1,TRUE
"Smokey Robinson",1,TRUE
"Smokey Robinson & The Miracles",3,TRUE
"Smokie",1,TRUE
"Snap",1,TRUE
"Sniff 'n' the Tears",1,TRUE
"Snoop Dogg",2,TRUE
"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",1,TRUE
"Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson",1,TRUE
"Snoop Dogg Featuring R. Kelly",1,TRUE
"Snoop Dogg Featuring T-Pain",1,TRUE
"Snoop Doggy Dogg",1,TRUE
"Snow",1,TRUE
"Solo",1,TRUE
"Solomon Burke",1,TRUE
"Son By Four",1,TRUE
"Sophia Grace",1,TRUE
"Sophie B. Hawkins",1,TRUE
"Soul For Real",1,TRUE
"Soulja Boy",1,TRUE
"Souls Of Mischief",1,TRUE
"Spandau Ballet",1,TRUE
"Sparks",1,TRUE
"Spectacular! Cast",1,TRUE
"Spin Doctors",1,TRUE
"Spose",1,TRUE
"Squeeze",1,TRUE
"Stacy Lattisaw & Johnny Gill",1,TRUE
"Starbuck",1,TRUE
"Starship",2,TRUE
"Steam",1,TRUE
"Steel Magnolia",1,TRUE
"Steely Dan",8,TRUE
"Stephen Bishop",2,TRUE
"Stephen Stills",1,TRUE
"Steppenwolf",2,TRUE
"Steve Aoki Featuring BTS",1,TRUE
"Steve Azar",1,TRUE
"Steve Forbert",1,TRUE
"Steve Holy",1,TRUE
"Steve Winwood",1,TRUE
"Stevie B",2,TRUE
"Stevie Nicks",1,TRUE
"Stevie Wonder",13,TRUE
"Sting",1,TRUE
