"artist","song","person","name","n"
"Nicki Minaj","Barbie Dreams",TRUE,"Odell",1
"Nicki Minaj","Barbie Dreams",TRUE,"Stefan",1
"Nicki Minaj","Chun-Li",FALSE,"Mai",1
"Nicki Minaj","Ganja Burns",TRUE,"Audrey",1
"Nicki Minaj Featuring 2 Chainz","Beez In The Trap",TRUE,"Franklin",1
"Nicki Minaj Featuring Drake","Moment 4 Life",TRUE,"Nicki Nick",1
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Only",FALSE,"Holly",1
"Nicki Minaj Featuring Eminem","Roman's Revenge",TRUE,"Jasmine",1
"Noreaga","SuperThug (What What)",TRUE,"Manuel",1
"O-Town","Liquid Dreams",TRUE,"Salma",1
"O-Town","Liquid Dreams",TRUE,"Tyra",1
"Offset","Red Room",TRUE,"Brooklyn",1
"Ohio Players","Jive Turkey (Part 1)",TRUE,"Mervin",1
"OK Go","I Won't Let You Down",TRUE,"Nikki",1
"Old Dominion","Make It Sweet",FALSE,"Anne",1
"Old Dominion","Song For Another Time",TRUE,"Marina",1
"Olivia","Bizounce",FALSE,"Lorenzo",1
"One Direction","Best Song Ever",TRUE,"Georgia Rose",1
"OneRepublic","Good Life",FALSE,"Abbey",1
"OutKast","Elevators (Me & You)",TRUE,"Marta",1
"OutKast","Jazzy Belle",TRUE,"Antwan",1
"OutKast","Southernplayalisticadillacmuzik",TRUE,"Dusty",1
"P. Diddy Featuring The Neptunes","Diddy",TRUE,"Branson",1
"P. Diddy Featuring The Neptunes","Diddy",TRUE,"Brenda",1
"P.M. Dawn","Looking Through Patient Eyes",TRUE,"Joni",1
"Paperboy","Ditty",FALSE,"Vernon",1
"Paul McCartney & Wings","Helen Wheels",TRUE,"Kendal",1
"Paul Simon","Slip Slidin' Away",TRUE,"Dolores",1
"Paul Wall Featuring Big Pokey","Sittin' Sidewayz",TRUE,"Archie",1
"Paul Wall Featuring Jermaine Dupri","I'm Throwed",FALSE,"Brandi",1
"Peter Gabriel","Games Without Frontiers",TRUE,"Britt",1
"Peter Sarstedt","Where Do You Go To (My Lovely)",FALSE,"Michel",1
"Peter Sarstedt","Where Do You Go To (My Lovely)",FALSE,"Napoleon",1
"Peter Sarstedt","Where Do You Go To (My Lovely)",TRUE,"Marie-Claire",1
"Peter Sarstedt","Where Do You Go To (My Lovely)",TRUE,"Marlene",1
"Petey Pablo","Freek-A-Leek",TRUE,"Dominique",1
"Petey Pablo","Freek-A-Leek",TRUE,"Sabrina",1
"Petey Pablo","Freek-A-Leek",TRUE,"Shamika",1
"Petey Pablo","Freek-A-Leek",TRUE,"Shawna",1
"Petey Pablo","Freek-A-Leek",TRUE,"Tara",1
"Pitbull","Bojangles",FALSE,"Liberty",1
"Pitbull","Pause",TRUE,"Brooke",1
"Pitbull Featuring TJR","Don't Stop The Party",TRUE,"Joel",1
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Dame Tu Cosita",TRUE,"Karol",1
"Playboi Carti","Magnolia",TRUE,"Magnolia",1
"Poison","Your Mama Don't Dance",TRUE,"Bret",1
"Post Malone","92 Explorer",TRUE,"Roseanne",1
"Post Malone","White Iverson",TRUE,"Davis",1
"Puff Daddy","Victory",FALSE,"Brook",1
"Puff Daddy","Victory",TRUE,"Francis",1
"Pusha T","If You Know You Know",FALSE,"Floyd",1
"Pusha T","The Games We Play",TRUE,"Rae",1
"Pusha T Featuring Kanye West","What Would Meek Do?",TRUE,"Avery",1
"Quavo","Huncho Dreams",TRUE,"Elliott",1
"Quavo","Huncho Dreams",TRUE,"Rashad",1
"Quicksilver Messenger Service","Who Do You Love",TRUE,"Arlene",1
"R. Kelly","She's Got That Vibe",TRUE,"Cheryl",1
"R. Kelly","She's Got That Vibe",TRUE,"Joann",1
"R. Kelly","She's Got That Vibe",TRUE,"Laurel",1
"R. Kelly","She's Got That Vibe",TRUE,"Rachelle",1
"R. Kelly","She's Got That Vibe",TRUE,"Tonia",1
"R. Kelly","Step In The Name Of Love",TRUE,"Henry",1
"R. Kelly Featuring Jay-Z","Fiesta",TRUE,"Kisha",1
"R.E.M.","It's The End Of The World As We Know It (And I Feel Fine)",TRUE,"Leonard",1
"R.E.M.","It's The End Of The World As We Know It (And I Feel Fine)",TRUE,"Lester",1
"R.E.M.","Man On The Moon",TRUE,"Newton",1
"Rae Sremmurd & Juicy J","Powerglide",FALSE,"Leo",1
"Ray Stevens","Gitarzan",TRUE,"Chet",1
"RiceGum Featuring Alissa Violet","Its Every Night Sis",TRUE,"Logan",1
"Rick Ross","Hustlin'",FALSE,"Burt",1
"Rick Ross Featuring JAY Z","The Devil Is A Lie",FALSE,"Enzo",1
"Rick Ross Featuring John Legend","Magnificent",TRUE,"Allan",1
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne","Maybach Music 2",TRUE,"Gregory",1
"Rick Ross Featuring Ne-Yo","Super High",TRUE,"Cassie",1
"Rick Ross Featuring Ne-Yo","Super High",TRUE,"Fran",1
"Rickie Lee Jones","The Real End",TRUE,"Marquis",1
"Roger Daltrey","After The Fire",TRUE,"Matt",1
"Run-D.M.C.","Down With The King",FALSE,"Jay",1
"Run-D.M.C.","Down With The King",TRUE,"Hollis",1
"RuPaul","Supermodel (You Better Work)",TRUE,"Christy",1
"RuPaul","Supermodel (You Better Work)",TRUE,"Claudia",1
"Sage The Gemini","Now & Later",TRUE,"Sage",1
"Sam Cooke","Cousin Of Mine",TRUE,"Jeremiah",1
"Sam Hunt","Drinkin' Too Much",TRUE,"Hannah Lee",1
"Santana","Well All Right",TRUE,"Alison",1
"Sean Kingston Featuring Nicki Minaj","Letting Go (Dutty Love)",TRUE,"Hugh",1
"Sean Paul","Temperature",TRUE,"Bridgette",1
"Sean Paul","Temperature",TRUE,"Grady",1
"Sean Paul Featuring Sasha","I'm Still In Love With You",TRUE,"Sasha",1
"Selena Gomez","Bad Liar",FALSE,"Troy",1
"Shanice","I Love Your Smile",TRUE,"Shanice",1
"Sir Mix-A-Lot","Jump On It",FALSE,"Columbus",1
"Sister Sledge","He's The Greatest Dancer",TRUE,"Adonis",1
"Sister Sledge","We Are Family",TRUE,"Jewel",1
"Skee-Lo","I Wish",TRUE,"Lorraine",1
"Ski Mask The Slump God Featuring Juice WRLD","Nuketown",TRUE,"Vicky",1
"Sophia Grace","Best Friends",TRUE,"Sophia Grace",1
"Souls Of Mischief","93 'Til Infinity",TRUE,"Owen",1
"Steely Dan","Hey Nineteen",TRUE,"Retha",1
"Styx","Borrowed Time",FALSE,"Leslie",1
"Styx","Sing For The Day",TRUE,"Dorian",1
"Sugababes","Hole In The Head",TRUE,"Ricki",1
"Swizz Beatz","Money In The Bank",TRUE,"Cristian",1
"T-Pain Featuring Yung Joc","Buy U A Drank (Shawty Snappin')",FALSE,"Oakley",1
"T-Wayne","Nasty Freestyle",TRUE,"Rickey",1
"T.I.","Go Get It",TRUE,"Luis",1
"T.I.","Top Back",FALSE,"Giovanni",1
"T.I. Featuring Big K.R.I.T.","I'm Flexin'",FALSE,"Ward",1
"T.I. Featuring Big K.R.I.T.","I'm Flexin'",TRUE,"Marietta",1
"T.I. Featuring Justin Timberlake","Dead And Gone",TRUE,"Ida",1
"Tee Grizzley","First Day Out",TRUE,"Theo",1
"Terror Squad","Lean Back",TRUE,"Trinity",1
"Tevin Campbell","Alone With You",TRUE,"Kyle",1
"Tevin Campbell","Another Way",TRUE,"Trace",1
"The Badlees","Angeline Is Coming Home",TRUE,"Angeline",1
"The Band","Up On Cripple Creek",FALSE,"George",1
"The Beach Boys","Barbara Ann",TRUE,"Betty Lou",1
"The Beach Boys","Barbara Ann",TRUE,"Betty Sue",1
"The Beach Boys","Barbara Ann",TRUE,"Mary Sue",1
"The Beach Boys","California Saga (On My Way To Sunny Californ-i-a)",TRUE,"Charley",1
"The Beach Boys","Surfin' U.S.A.",FALSE,"Cruz",1
"The Chad Mitchell Trio","The John Birch Society",TRUE,"Jasper",1
"The Chainsmokers","#SELFIE",TRUE,"Valencia",1
"The Clipse","Grindin'",FALSE,"Chuck",1
"The Game","Dreams",TRUE,"Mya",1
"The Game Featuring Kanye West","Wouldn't Get Far",TRUE,"Gabrielle",1
"The Guess Who","Clap For The Wolfman",TRUE,"Ron Ron",1
"The Jacksons","Goin' Places",FALSE,"Gary",1
"The Kingston Trio","Tom Dooley",TRUE,"Grayson",1
"The Lonely Island Featuring Michael Bolton","Jack Sparrow",TRUE,"Erin",1
"The Lonely Island Featuring Michael Bolton","Jack Sparrow",TRUE,"Raven",1
"The Lost Trailers","Holler Back",TRUE,"Mary Jo",1
"The Marshall Tucker Band","This Ol' Cowboy",FALSE,"Anton",1
"The Notorious B.I.G.","Hypnotize",TRUE,"Toby",1
"The Notorious B.I.G. Featuring Puff Daddy","Notorious B.I.G.",TRUE,"Gino",1
"The Rolling Stones","You Can't Always Get What You Want",FALSE,"Chelsea",1
"The Roots Featuring Musiq","Break You Off",TRUE,"Foster",1
"The Steve Miller Band","The Joker",TRUE,"Maurice",1
"The System","Coming To America",FALSE,"Kenya",1
"The Who","The Seeker",TRUE,"Timothy",1
"The Yardbirds","Little Games",TRUE,"Katherine",1
"The Yardbirds","Little Games",TRUE,"Margaret",1
"Tim Curry","I Do The Rock",TRUE,"Colin",1
"Tim Curry","I Do The Rock",TRUE,"Edith",1
"Tim Curry","I Do The Rock",TRUE,"Gertrude",1
"Tim Curry","I Do The Rock",TRUE,"Jaclyn",1
"Tim Curry","I Do The Rock",TRUE,"Meg",1
"Tim Curry","I Do The Rock",TRUE,"Rona",1
"Tim Curry","I Do The Rock",TRUE,"Wade",1
"Tim McGraw","One Of These Days",TRUE,"Patty Sue",1
"Tim McGraw","Southern Voice",TRUE,"Jerry Lee",1
"Tim McGraw","Southern Voice",TRUE,"Scarlett",1
"Timbaland","Clock Strikes",TRUE,"Moe Dee",1
"Toby Keith","As Good As I Once Was",TRUE,"Bobbi Jo",1
"Toni Braxton","He Wasn't Man Enough",TRUE,"Braxton",1
"Too Short","Cocktales",TRUE,"Erika",1
"Too Short","Cocktales",TRUE,"Janine",1
"Tori Amos","Caught A Lite Sneeze",TRUE,"Ernestine",1
"Train","If It's Love",TRUE,"Henry Lee",1
"Train","Save Me, San Francisco",FALSE,"Marin",1
"Travis Scott","Beibs In The Trap",FALSE,"Anna Nicole",1
"Travis Scott","Sicko Mode",TRUE,"Chase",1
"Trey Songz Featuring Nicki Minaj","Bottoms Up",TRUE,"Anna Nicki",1
"Twista Featuring Kanye West & Jamie Foxx","Slow Jamz",FALSE,"Evelyn",1
"Twista Featuring Kanye West & Jamie Foxx","Slow Jamz",TRUE,"Isaac",1
"Tyga","Rack City",TRUE,"Alonzo",1
"Tyga Featuring Lil Wayne","Faded",TRUE,"Cleo",1
"Tyga Featuring Lil Wayne","Faded",TRUE,"Pat Ron",1
"Tyrese","Signs Of Love Makin'",TRUE,"Tyrese",1
"Usher Featuring Rick Ross","Lemme See",TRUE,"Trayvon",1
"Vanessa Hudgens","Come Back To Me",TRUE,"Vanessa",1
"Vikki Carr","It Must Be Him",TRUE,"Vikki",1
"Wale Featuring Lady Gaga","Chillin",TRUE,"Jeremy",1
"Wale Featuring Meek Mill & Rick Ross","Ambition",TRUE,"Warner",1
"Warren Zevon","Werewolves Of London",FALSE,"Kent",1
"Weird Al Yankovic","Amish Paradise",TRUE,"Ezekiel",1
"Weird Al Yankovic","Canadian Idiot",TRUE,"Dion",1
"Weird Al Yankovic","I Lost On Jeopardy",TRUE,"Art",1
"Wyclef Jean Featuring Claudette Ortiz","Two Wrongs",TRUE,"Claudette",1
"Yo Gotti Featuring Jeezy & YG","Act Right",FALSE,"Trinidad",1
"Yo Gotti Featuring Nicki Minaj","Rake It Up",TRUE,"Chyna",1
"Young Jeezy Featuring 2 Chainz","R.I.P.",TRUE,"Berry",1
"Young Jeezy Featuring 2 Chainz","R.I.P.",TRUE,"Mitchell",1
"Young Jeezy Featuring Jay-Z & Andre 3000","I Do",TRUE,"Vito",1
"Young Money","Roger That",TRUE,"Brett",1
"Young Money Featuring Gucci Mane","Steady Mobbin'",TRUE,"Rosanne",1
