"dif","person","letter","pos"
-1.674069402835,TRUE,"A","first"
2.13847782067986,TRUE,"B","first"
0.758442679890519,TRUE,"C","first"
-1.05729166899938,TRUE,"D","first"
-0.626026488612835,TRUE,"E","first"
0.000335911190455729,TRUE,"F","first"
0.0958242655973645,TRUE,"G","first"
0.412767670832115,TRUE,"H","first"
-0.262525792380907,TRUE,"I","first"
-0.0383610579500546,TRUE,"J","first"
-2.51364583226028,TRUE,"K","first"
-1.65523598209011,TRUE,"L","first"
0.74303555328828,TRUE,"M","first"
-0.288883623792008,TRUE,"N","first"
-0.328924237694341,TRUE,"O","first"
1.07574439039509,TRUE,"P","first"
0.209810129558707,TRUE,"Q","first"
1.88656682191735,TRUE,"R","first"
1.1681423618498,TRUE,"S","first"
0.173173415719658,TRUE,"T","first"
-0.141015517753354,TRUE,"U","first"
0.328230021234066,TRUE,"V","first"
0.46924553898742,TRUE,"W","first"
-0.0578439069964926,TRUE,"X","first"
-0.445978090528514,TRUE,"Y","first"
-0.369994979247407,TRUE,"Z","first"
-0.462437738860849,FALSE,"A","first"
2.46157959773963,FALSE,"B","first"
1.32387078974512,FALSE,"C","first"
-0.895740780469497,FALSE,"D","first"
-0.222149267288118,FALSE,"E","first"
0.161886799720343,FALSE,"F","first"
0.257375154127252,FALSE,"G","first"
0.978195780686719,FALSE,"H","first"
-0.181750348115964,FALSE,"I","first"
0.123189830579832,FALSE,"J","first"
-2.27131949946545,FALSE,"K","first"
-1.25135876076539,FALSE,"L","first"
1.38923910740783,FALSE,"M","first"
-0.288883623792008,FALSE,"N","first"
-0.167373349164454,FALSE,"O","first"
1.23729527892498,FALSE,"P","first"
0.209810129558707,FALSE,"Q","first"
2.12889315471218,FALSE,"R","first"
1.32969325037969,FALSE,"S","first"
0.253948859984601,FALSE,"T","first"
-0.141015517753354,FALSE,"U","first"
0.328230021234066,FALSE,"V","first"
0.550020983252364,FALSE,"W","first"
-0.0578439069964926,FALSE,"X","first"
-0.445978090528514,FALSE,"Y","first"
-0.369994979247407,FALSE,"Z","first"
-8.20597447164529,TRUE,"A","last"
0.237533999810994,TRUE,"B","last"
0.0434669080449834,TRUE,"C","last"
-0.136917401229794,TRUE,"D","last"
2.05902362709737,TRUE,"E","last"
0.075983111281107,TRUE,"F","last"
0.207413963066789,TRUE,"G","last"
-0.164641271482081,TRUE,"H","last"
-1.07473665682372,TRUE,"I","last"
NA,TRUE,"J","last"
0.857379722519442,TRUE,"K","last"
-0.217356934304282,TRUE,"L","last"
0.329260148884797,TRUE,"M","last"
-2.86861438425463,TRUE,"N","last"
0.0862395996296916,TRUE,"O","last"
0.0783792777730253,TRUE,"P","last"
NA,TRUE,"Q","last"
0.520236857698614,TRUE,"R","last"
0.803633932046509,TRUE,"S","last"
0.498335448080895,TRUE,"T","last"
0.212206296050625,TRUE,"U","last"
0.075983111281107,TRUE,"W","last"
-0.00718849947575462,TRUE,"X","last"
6.62526598567764,TRUE,"Y","last"
0.0205353707765326,TRUE,"Z","last"
-6.99434280767114,FALSE,"A","last"
0.237533999810994,FALSE,"B","last"
0.0434669080449834,FALSE,"C","last"
0.428510708624811,FALSE,"D","last"
2.46290084842209,FALSE,"E","last"
0.075983111281107,FALSE,"F","last"
0.207413963066789,FALSE,"G","last"
-0.0838658272171373,FALSE,"H","last"
-0.751634879763948,FALSE,"I","last"
NA,FALSE,"J","last"
0.938155166784385,FALSE,"K","last"
0.105744842755493,FALSE,"L","last"
0.329260148884797,FALSE,"M","last"
-1.73775816454542,FALSE,"N","last"
0.490116820954408,FALSE,"O","last"
0.0783792777730253,FALSE,"P","last"
NA,FALSE,"Q","last"
0.924114079023332,FALSE,"R","last"
1.12673570910628,FALSE,"S","last"
0.659886336610782,FALSE,"T","last"
0.212206296050625,FALSE,"U","last"
0.075983111281107,FALSE,"W","last"
0.0735869447891888,FALSE,"X","last"
7.1099186512673,FALSE,"Y","last"
0.0205353707765326,FALSE,"Z","last"
